lat,lon,ta_avg,td_avg,hm_avg,ASR,DSR,RSR,Tnwb,Tg,WBGT
36.065695,128.727918,12.3,6.4,72.0,348.73846,402.2788,190.05191,9.311661535822719,12.70113776922226,10.288390628920355
36.070296,128.728111,12.3,6.4,72.0,348.73846,402.2788,190.05191,9.311661535822719,12.70113776922226,10.288390628920355
36.074898,128.728304,12.1,6.3,72.0,348.73846,402.2788,190.05191,9.124139367548644,12.50113776922226,10.097125111128502
36.079499,128.728497,12.1,6.3,72.0,348.73846,402.2788,190.05191,9.124139367548644,12.50113776922226,10.097125111128502
36.0841,128.728691,12.1,6.3,72.0,356.0192,410.4942,182.61346,9.124139367548644,12.505213117599487,10.097940180803949
36.088701,128.728884,12.2,6.4,72.0,356.0192,410.4942,182.61346,9.217900468432866,12.605213117599487,10.193572951422903
36.093302,128.729077,12.3,6.4,72.0,356.0192,410.4942,182.61346,9.311661535822719,12.705213117599488,10.2892056985958
35.996529,128.730684,10.7,4.7,70.0,346.425,402.4692,187.29999,7.616411250504887,11.101232719421386,8.621734419237699
36.00113,128.730877,10.5,4.6,70.0,346.425,402.4692,187.29999,7.430091765719638,10.901232719421387,8.431310779888024
36.00573,128.731071,10.4,4.5,71.0,336.02502,390.42694,199.76344,7.433451300782432,10.795184457302094,8.40245280200812
36.01033,128.731264,10.2,4.4,71.0,336.02502,390.42694,199.76344,7.246525357100632,10.595184457302093,8.21160464143086
36.014931,128.731457,10.1,4.4,71.0,336.02502,390.42694,199.76344,7.153062329311245,10.495184457302093,8.11618052197829
36.019531,128.73165,10.5,4.5,70.0,336.02502,390.42694,199.76344,7.430091765719638,10.895184457302094,8.430101127464166
36.024132,128.731844,10.8,4.7,69.0,349.20392,404.60568,184.81348,7.612041912114201,11.202296245098115,8.648888587499563
36.028732,128.732037,11.1,4.7,68.0,349.20392,404.60568,184.81348,7.7923305032302945,11.502296245098114,8.865090601280828
36.033333,128.73223,11.3,4.9,68.0,349.20392,404.60568,184.81348,7.977410090846062,11.702296245098115,9.054646312611867
36.037933,128.732424,11.6,5.3,68.0,349.20392,404.60568,184.81348,8.255029171945369,12.002296245098114,9.33897966938138
36.042534,128.732617,12.3,5.8,67.0,349.20392,404.60568,184.81348,8.800914937649878,12.702296245098115,9.931099705374539
36.047135,128.732811,12.8,6.2,67.0,349.20392,404.60568,184.81348,9.262027038084167,13.202296245098115,10.403878175678539
36.051736,128.733004,12.8,6.2,68.0,349.20392,404.60568,184.81348,9.365501968259379,13.202296245098115,10.476310626801187
36.056336,128.733198,12.5,6.2,69.0,349.20392,404.60568,184.81348,9.190521929073453,12.902296245098114,10.26382459937104
36.060937,128.733391,12.1,6.3,71.0,349.20392,404.60568,184.81348,9.022315943238963,12.502296245098114,10.026080409286898
36.065538,128.733585,12.2,6.4,72.0,348.73846,402.2788,190.05191,9.217900468432866,12.601137769222259,10.192757881747458
36.070139,128.733778,12.3,6.5,72.0,348.73846,402.2788,190.05191,9.311661535822719,12.70113776922226,10.288390628920355
36.07474,128.733972,12.2,6.4,72.0,348.73846,402.2788,190.05191,9.217900468432866,12.601137769222259,10.192757881747458
36.079342,128.734166,12.1,6.3,72.0,356.0192,410.4942,182.61346,9.124139367548644,12.505213117599487,10.097940180803949
36.083943,128.734359,12.1,6.3,72.0,356.0192,410.4942,182.61346,9.124139367548644,12.505213117599487,10.097940180803949
36.088544,128.734553,12.2,6.3,72.0,356.0192,410.4942,182.61346,9.217900468432866,12.605213117599487,10.193572951422903
36.093145,128.734747,12.2,6.3,72.0,356.0192,410.4942,182.61346,9.217900468432866,12.605213117599487,10.193572951422903
36.097747,128.73494,12.1,6.3,72.0,367.79617,423.34235,168.17307,9.124139367548644,12.511505699157714,10.099198697115593
35.991772,128.736152,10.8,4.7,70.0,346.425,402.4692,187.29999,7.709570935761887,11.201232719421387,8.716946198917599
35.996372,128.736345,10.6,4.6,70.0,346.425,402.4692,187.29999,7.523251527204721,11.001232719421386,8.526522612927582
36.000972,128.736539,10.7,4.7,70.0,346.425,402.4692,187.29999,7.616411250504887,11.101232719421386,8.621734419237699
36.005573,128.736732,10.9,4.7,69.0,336.02502,390.42694,199.76344,7.704893985624562,11.295184457302094,8.742462681397612
36.010173,128.736926,10.9,4.7,69.0,336.02502,390.42694,199.76344,7.704893985624562,11.295184457302094,8.742462681397612
36.014773,128.73712,10.7,4.7,70.0,336.02502,390.42694,199.76344,7.616411250504887,11.095184457302093,8.62052476681384
36.019374,128.737313,10.8,4.7,70.0,336.02502,390.42694,199.76344,7.709570935761887,11.195184457302094,8.71573654649374
36.023974,128.737507,11.1,4.7,68.0,349.20392,404.60568,184.81348,7.7923305032302945,11.502296245098114,8.865090601280828
36.028575,128.737701,11.5,5.2,68.0,349.20392,404.60568,184.81348,8.16248951808741,11.902296245098114,9.24420191168081
36.033175,128.737894,11.8,5.5,68.0,349.20392,404.60568,184.81348,8.440108360884603,12.202296245098115,9.528535101638845
36.037776,128.738088,12.1,5.6,68.0,349.20392,404.60568,184.81348,8.717726849575554,12.502296245098114,9.81286804372251
36.042377,128.738282,12.4,5.9,67.0,349.20392,404.60568,184.81348,8.893137437320775,12.802296245098114,10.025655455144165
36.046978,128.738476,12.7,6.1,67.0,349.20392,404.60568,184.81348,9.169804697281847,13.102296245098113,10.309322537116916
36.051578,128.73867,12.8,6.2,67.0,349.20392,404.60568,184.81348,9.262027038084167,13.202296245098115,10.403878175678539
36.056179,128.738864,12.3,6.2,70.0,349.20392,404.60568,184.81348,9.106961743716624,12.702296245098115,10.145332469621259
36.06078,128.739058,12.1,6.3,72.0,348.73846,402.2788,190.05191,9.124139367548644,12.50113776922226,10.097125111128502
36.065381,128.739252,12.3,6.5,72.0,348.73846,402.2788,190.05191,9.311661535822719,12.70113776922226,10.288390628920355
36.069982,128.739446,12.3,6.5,72.0,348.73846,402.2788,190.05191,9.311661535822719,12.70113776922226,10.288390628920355
36.074583,128.73964,12.2,6.4,72.0,348.73846,402.2788,190.05191,9.217900468432866,12.601137769222259,10.192757881747458
36.079184,128.739834,12.1,6.3,72.0,356.0192,410.4942,182.61346,9.124139367548644,12.505213117599487,10.097940180803949
36.083785,128.740028,12.1,6.3,72.0,356.0192,410.4942,182.61346,9.124139367548644,12.505213117599487,10.097940180803949
36.088387,128.740222,12.1,6.3,72.0,356.0192,410.4942,182.61346,9.124139367548644,12.505213117599487,10.097940180803949
36.092988,128.740416,12.1,6.3,72.0,356.0192,410.4942,182.61346,9.124139367548644,12.505213117599487,10.097940180803949
36.097589,128.74061,12.1,6.3,72.0,367.79617,423.34235,168.17307,9.124139367548644,12.511505699157714,10.099198697115593
36.102191,128.740804,12.0,6.3,72.0,367.79617,423.34235,168.17307,9.030378233050449,12.411505699157715,10.003565902966859
35.991615,128.741812,10.9,4.7,69.0,346.425,402.4692,187.29999,7.704893985624562,11.301232719421387,8.74367233382147
35.996215,128.742006,10.8,4.7,70.0,343.97318,400.11154,188.79037,7.709570935761887,11.200055766105653,8.71671080825445
36.000815,128.7422,11.0,4.7,69.0,343.97318,400.11154,188.79037,7.79774601993779,11.400055766105652,8.838433367177583
36.005415,128.742394,11.3,4.9,68.0,343.97318,400.11154,188.79037,7.977410090846062,11.700055766105653,9.054198216813374
36.010016,128.742588,11.5,5.2,68.0,336.02502,390.42694,199.76344,8.16248951808741,11.895184457302094,9.242779554121606
36.014616,128.742782,11.4,5.0,68.0,336.02502,390.42694,199.76344,8.069949824437812,11.795184457302094,9.148001768566887
36.019216,128.742976,11.3,4.9,68.0,345.53845,397.89618,190.75766,7.977410090846062,11.698946672677994,9.053976398127842
36.023817,128.74317,11.6,5.3,68.0,345.53845,397.89618,190.75766,8.255029171945369,11.998946672677993,9.338309754897356
36.028417,128.743364,12.2,5.8,68.0,349.20392,404.60568,184.81348,8.810266267802275,12.602296245098113,9.907645636481215
36.033018,128.743559,12.6,6.1,67.0,346.02884,398.73074,192.97504,9.077582316986636,12.999364858865738,10.214180593663793
36.037619,128.743753,12.7,6.1,67.0,346.02884,398.73074,192.97504,9.169804697281847,13.099364858865737,10.30873625987044
36.042219,128.743947,12.8,6.2,67.0,346.02884,398.73074,192.97504,9.262027038084167,13.199364858865739,10.403291898432066
36.04682,128.744141,12.7,6.3,68.0,349.20392,404.60568,184.81348,9.27296278043204,13.102296245098113,10.38153319532205
36.051421,128.744335,12.5,6.2,69.0,349.20392,404.60568,184.81348,9.190521929073453,12.902296245098114,10.26382459937104
36.056022,128.74453,12.1,6.3,71.0,346.02884,398.73074,192.97504,9.022315943238963,12.499364858865738,10.025494132040421
36.060622,128.744724,12.3,6.4,72.0,348.73846,402.2788,190.05191,9.311661535822719,12.70113776922226,10.288390628920355
36.065223,128.744918,12.4,6.5,72.0,348.73846,402.2788,190.05191,9.405422569837233,12.80113776922226,10.384023352730514
36.069824,128.745113,12.3,6.4,72.0,348.73846,402.2788,190.05191,9.311661535822719,12.70113776922226,10.288390628920355
36.074425,128.745307,12.1,6.3,72.0,348.6096,402.16534,190.12688,9.124139367548644,12.501081204414367,10.097113798166923
36.079027,128.745502,12.1,6.3,72.0,348.6096,402.16534,190.12688,9.124139367548644,12.501081204414367,10.097113798166923
36.083628,128.745696,12.1,6.3,72.0,356.0192,410.4942,182.61346,9.124139367548644,12.505213117599487,10.097940180803949
36.088229,128.745891,12.0,6.3,72.0,364.50964,419.7827,171.85962,9.030378233050449,12.409771978855133,10.00321915890634
36.09283,128.746085,12.0,6.2,72.0,364.50964,419.7827,171.85962,9.030378233050449,12.409771978855133,10.00321915890634
36.097432,128.74628,12.0,6.2,72.0,367.79617,423.34235,168.17307,9.030378233050449,12.411505699157715,10.003565902966859
36.102033,128.746474,12.0,6.2,72.0,367.79617,423.34235,168.17307,9.030378233050449,12.411505699157715,10.003565902966859
36.106634,128.746669,12.0,6.2,72.0,367.79617,423.34235,168.17307,9.030378233050449,12.411505699157715,10.003565902966859
35.991457,128.747472,11.2,4.9,68.0,343.97318,400.11154,188.79037,7.884870317160898,11.600055766105651,8.959420375233758
35.996057,128.747667,11.0,4.8,69.0,343.97318,400.11154,188.79037,7.79774601993779,11.400055766105652,8.838433367177583
36.000657,128.747861,11.3,4.9,68.0,343.97318,400.11154,188.79037,7.977410090846062,11.700055766105653,9.054198216813374
36.005257,128.748056,11.7,5.4,68.0,343.97318,400.11154,188.79037,8.347568786161434,12.100055766105651,9.433309303534132
36.009858,128.74825,12.2,5.7,68.0,345.53845,397.89618,190.75766,8.810266267802275,12.598946672677993,9.90697572199719
36.014458,128.748444,12.5,5.9,67.0,345.53845,397.89618,190.75766,8.985359897049527,12.898946672677994,10.119541262470268
36.019058,128.748639,12.4,5.9,68.0,345.53845,397.89618,190.75766,8.995344988123323,12.798946672677994,10.096530826221924
36.023659,128.748833,12.2,5.8,68.0,345.53845,397.89618,190.75766,8.810266267802275,12.598946672677993,9.90697572199719
36.028259,128.749028,12.6,6.0,67.0,346.02884,398.73074,192.97504,9.077582316986636,12.999364858865738,10.214180593663793
36.03286,128.749223,12.9,6.2,67.0,346.02884,398.73074,192.97504,9.354249339541841,13.299364858865738,10.497847509452438
36.037461,128.749417,12.7,6.3,68.0,346.02884,398.73074,192.97504,9.27296278043204,13.099364858865737,10.380946918075574
36.042061,128.749612,12.4,6.3,70.0,346.02884,398.73074,192.97504,9.200120839001668,12.799364858865738,10.239957559074314
36.046662,128.749806,12.2,6.2,71.0,346.02884,398.73074,192.97504,9.115778249526295,12.599364858865737,10.120917746441554
36.051263,128.750001,12.1,6.3,71.0,346.02884,398.73074,192.97504,9.022315943238963,12.499364858865738,10.025494132040421
36.055864,128.750196,12.1,6.3,72.0,346.02884,398.73074,192.97504,9.124139367548644,12.499364858865738,10.0967705290572
36.060464,128.750391,12.4,6.6,72.0,346.02884,398.73074,192.97504,9.405422569837233,12.799364858865738,10.383668770659211
36.065065,128.750585,12.4,6.5,72.0,348.6096,402.16534,190.12688,9.405422569837233,12.801081204414368,10.384012039768937
36.069666,128.75078,12.2,6.4,72.0,348.6096,402.16534,190.12688,9.217900468432866,12.601081204414367,10.19274656878588
36.074267,128.750975,12.2,6.4,72.0,348.6096,402.16534,190.12688,9.217900468432866,12.601081204414367,10.19274656878588
36.078869,128.75117,12.2,6.4,72.0,348.6096,402.16534,190.12688,9.217900468432866,12.601081204414367,10.19274656878588
36.08347,128.751365,12.1,6.3,72.0,364.50964,419.7827,171.85962,9.124139367548644,12.509771978855133,10.098851953055078
36.088071,128.75156,12.0,6.2,72.0,364.50964,419.7827,171.85962,9.030378233050449,12.409771978855133,10.00321915890634
36.092672,128.751754,12.1,6.2,71.0,364.50964,419.7827,171.85962,9.022315943238963,12.509771978855133,10.0275755560383
36.097273,128.751949,12.1,6.2,71.0,364.50964,419.7827,171.85962,9.022315943238963,12.509771978855133,10.0275755560383
36.101875,128.752144,12.0,6.2,71.0,364.50964,419.7827,171.85962,8.928853602109735,12.409771978855133,9.93215191724784
35.991299,128.753133,11.6,5.3,68.0,343.97318,400.11154,188.79037,8.255029171945369,12.000055766105652,9.338531573582888
35.995899,128.753328,11.5,5.2,68.0,343.97318,400.11154,188.79037,8.16248951808741,11.900055766105652,9.243753815882318
36.000499,128.753522,12.0,5.6,68.0,343.97318,400.11154,188.79037,8.625187392444522,12.400055766105652,9.717642327932296
36.005099,128.753717,12.3,5.8,68.0,343.97318,400.11154,188.79037,8.902805647270002,12.700055766105653,10.001975106310132
36.0097,128.753912,12.5,6.0,67.0,345.53845,397.89618,190.75766,8.985359897049527,12.898946672677994,10.119541262470268
36.0143,128.754107,12.8,6.2,67.0,345.53845,397.89618,190.75766,9.262027038084167,13.198946672677994,10.403208261194514
36.0189,128.754302,12.8,6.3,68.0,345.53845,397.89618,190.75766,9.365501968259379,13.198946672677994,10.475640712317166
36.023501,128.754497,12.8,6.2,67.0,346.02884,398.73074,192.97504,9.262027038084167,13.199364858865739,10.403291898432066
36.028101,128.754692,12.8,6.2,67.0,346.02884,398.73074,192.97504,9.262027038084167,13.199364858865739,10.403291898432066
36.032702,128.754887,12.7,6.3,68.0,346.02884,398.73074,192.97504,9.27296278043204,13.099364858865737,10.380946918075574
36.037302,128.755082,12.3,6.3,70.0,346.02884,398.73074,192.97504,9.106961743716624,12.699364858865739,10.144746192374786
36.041903,128.755277,12.1,6.3,71.0,346.02884,398.73074,192.97504,9.022315943238963,12.499364858865738,10.025494132040421
36.046504,128.755472,12.1,6.3,72.0,346.02884,398.73074,192.97504,9.124139367548644,12.499364858865738,10.0967705290572
36.051105,128.755667,12.1,6.3,72.0,346.02884,398.73074,192.97504,9.124139367548644,12.499364858865738,10.0967705290572
36.055705,128.755862,12.2,6.4,72.0,346.02884,398.73074,192.97504,9.217900468432866,12.599364858865737,10.192403299676153
36.060306,128.756057,12.4,6.6,72.0,346.02884,398.73074,192.97504,9.405422569837233,12.799364858865738,10.383668770659211
36.064907,128.756252,12.4,6.5,72.0,348.6096,402.16534,190.12688,9.405422569837233,12.801081204414368,10.384012039768937
36.069508,128.756447,12.3,6.4,72.0,348.6096,402.16534,190.12688,9.311661535822719,12.701081204414368,10.288379315958776
36.074109,128.756643,12.3,6.5,72.0,348.6096,402.16534,190.12688,9.311661535822719,12.701081204414368,10.288379315958776
36.07871,128.756838,12.3,6.5,72.0,348.6096,402.16534,190.12688,9.311661535822719,12.701081204414368,10.288379315958776
36.083311,128.757033,12.1,6.3,72.0,364.50964,419.7827,171.85962,9.124139367548644,12.509771978855133,10.098851953055078
36.087913,128.757228,12.0,6.2,71.0,364.50964,419.7827,171.85962,8.928853602109735,12.409771978855133,9.93215191724784
36.092514,128.757424,12.3,6.2,70.0,364.50964,419.7827,171.85962,9.106961743716624,12.709771978855134,10.146827616372665
36.097115,128.757619,12.5,6.2,69.0,364.50964,419.7827,171.85962,9.190521929073453,12.909771978855133,10.265319746122444
35.98654,128.758598,12.3,5.9,68.0,343.97318,400.11154,188.79037,8.902805647270002,12.700055766105653,10.001975106310132
35.99114,128.758793,11.9,5.5,68.0,343.97318,400.11154,188.79037,8.532647896263127,12.300055766105652,9.62286468060532
35.995741,128.758988,12.2,5.8,68.0,343.97318,400.11154,188.79037,8.810266267802275,12.600055766105651,9.907197540682722
36.000341,128.759184,12.7,6.1,67.0,343.97318,400.11154,188.79037,9.169804697281847,13.100055766105651,10.308874441318423
36.004941,128.759379,12.8,6.2,67.0,345.53845,397.89618,190.75766,9.262027038084167,13.198946672677994,10.403208261194514
36.009541,128.759574,12.8,6.2,67.0,345.53845,397.89618,190.75766,9.262027038084167,13.198946672677994,10.403208261194514
36.014141,128.759769,12.8,6.3,68.0,345.53845,397.89618,190.75766,9.365501968259379,13.198946672677994,10.475640712317166
36.018742,128.759965,12.5,6.3,69.0,345.53845,397.89618,190.75766,9.190521929073453,12.898946672677994,10.263154684887017
36.023342,128.76016,12.6,6.3,69.0,346.02884,398.73074,192.97504,9.283373355706965,12.999364858865738,10.358234320768023
36.027943,128.760355,12.7,6.3,68.0,346.02884,398.73074,192.97504,9.27296278043204,13.099364858865737,10.380946918075574
36.032543,128.760551,12.3,6.3,70.0,346.02884,398.73074,192.97504,9.106961743716624,12.699364858865739,10.144746192374786
36.037144,128.760746,12.1,6.3,71.0,346.02884,398.73074,192.97504,9.022315943238963,12.499364858865738,10.025494132040421
36.041744,128.760941,12.1,6.3,72.0,346.02884,398.73074,192.97504,9.124139367548644,12.499364858865738,10.0967705290572
36.046345,128.761137,12.2,6.4,72.0,346.02884,398.73074,192.97504,9.217900468432866,12.599364858865737,10.192403299676153
36.050946,128.761332,12.2,6.4,72.0,346.02884,398.73074,192.97504,9.217900468432866,12.599364858865737,10.192403299676153
