category,name,adress,lat,lon
미용실,박정님헤어메세지,경기도 구리시 안골로97번길 19 (수택동),37.5982336137436,127.141452622472
미용실,나헤어라인,경기도 구리시 안골로63번길 42-19 (수택동),37.599323072234,127.139347860447
미용실,우리헤어,경기도 구리시 안골로57번길 36-8 (수택동),37.5987713315525,127.137404671718
미용실,성원미용실,경기도 구리시 동구릉로129번길 24 (인창동),37.6115118179888,127.135886324973
미용실,웨이브미용실,경기도 구리시 경춘로172번길 14 (교문동),37.5999226964928,127.134282593898
미용실,머리느낌미용실,경기도 구리시 아차산로500번길 37 (교문동),37.5996434972766,127.13267362844
미용실,김헤어라인,경기도 구리시 응달말로52번길 41 (인창동),37.6041734670221,127.136334230563
미용실,단화미용실,경기도 구리시 이문안로99번길 10-9 (수택동),37.5924114914697,127.142956269397
미용실,모델라인미용실,경기도 구리시 건원대로99번길 23 (인창동),37.6092148170227,127.137769195583
미용실,제이헤어,"경기도 구리시 건원대로34번길 73, 1층 (인창동, 주공상가 101, 102호)",37.6051594561382,127.144261729359
미용실,김순현 헤어샵,"경기도 구리시 건원대로76번길 136 (인창동,주공4단지상가 203호)",37.6069242342327,127.143810094261
미용실,이안헤어,"경기도 구리시 건원대로34번길 27 (인창동, 세신인창종합상가 218호)",37.6048239320715,127.141579707759
미용실,아이비헤어,"경기도 구리시 동구릉로 103, 1층 (인창동)",37.6090849366328,127.135318694908
미용실,보람미용실,"경기도 구리시 동구릉로 26-1, 1층 (인창동)",37.6029080049804,127.132235957772
미용실,삼보헤어뉴스,경기도 구리시 건원대로 56 (인창동),37.6078093914787,127.140497575586
미용실,느낌헤어아트,"경기도 구리시 동구릉로 40, 1층 (인창동, 외1필지)",37.6037547160852,127.133152147897
미용실,종로미용실,경기도 구리시 응달말로52번길 54 (인창동),37.6037000131828,127.136631883858
미용실,까치헤어,"경기도 구리시 안골로77번길 10, 1층 (수택동)",37.5979131129859,127.139804522481
미용실,사랑방미용실,경기도 구리시 안골로19번길 31 (교문동),37.5984237595548,127.132733290736
미용실,센쓰헤어,경기도 구리시 딸기원중문길 11 (교문동),37.6018988969311,127.121244331592
미용실,세레나미용실,경기도 구리시 원수택로52번길 24-6 (수택동),37.5955553063879,127.14222128028
미용실,순영머리방,경기도 구리시 경춘로 174-6 (교문동),37.6002324581005,127.134834747936
미용실,또또와 미용실,"경기도 구리시 안골로7번길 30 (교문동,(1층))",37.5985643621923,127.13164452531
미용실,헤어뉴스미용실,경기도 구리시 검배로29번길 9 (수택동),37.5990853411932,127.143005047602
미용실,공감,"경기도 구리시 검배로 142 (토평동,신일SK(아)상가203호)",37.5934312021542,127.153249197437
미용실,효진헤어샵,"경기도 구리시 검배로72번길 40 (수택동,(1층)1호)",37.5946147065695,127.14478647223
미용실,하늘터헤어앤에스테틱,경기도 구리시 검배로84번길 34 (수택동),37.5939575613446,127.146435775479
미용실,프리헤어숍,경기도 구리시 이문안로139번길 16 (수택동),37.5919072953464,127.147208845037
미용실,머리사랑미용실,경기도 구리시 이문안로129번길 37 (수택동),37.5930796784327,127.145746068435
미용실,나영헤어아트,"경기도 구리시 벌말로147번길 35 (토평동,105)",37.5899340839912,127.147024137526
