name,category,x,y,address,place_url
포항식육식당,음식점,128.8968268,35.8751281,경북 영천시 대창면 금창로 685-1,http://place.map.kakao.com/14498698
어은감나무집,음식점,128.8975084,35.91889967,경북 영천시 금호읍 어은길 142-2,http://place.map.kakao.com/9226830
전원숯불 영천본점,음식점,128.8982932,35.94115857,경북 영천시 금호읍 원제1길 4,http://place.map.kakao.com/9384703
오복성,음식점,128.8980249,35.94087447,경북 영천시 금호읍 원제1길 5,http://place.map.kakao.com/1140980127
보백관 영천점,음식점,128.898531,35.94118995,경북 영천시 금호읍 금호로 361,http://place.map.kakao.com/1517885697
탑못휴게식당,음식점,128.8994564,35.94031477,경북 영천시 금호읍 금호로 372-12,http://place.map.kakao.com/21462169
소담손칼국수,음식점,128.8997377,35.94151417,경북 영천시 금호읍 금호로 371,http://place.map.kakao.com/1851070650
압구정김밥,음식점,128.8991319,35.94305561,경북 영천시 금호읍 원제2길 16-8,http://place.map.kakao.com/11285724
술이술술,음식점,128.8989603,35.94222842,경북 영천시 금호읍 원제2길 13,http://place.map.kakao.com/633318420
양자강반점,음식점,128.8991503,35.94308055,경북 영천시 금호읍 원제2길 16-5,http://place.map.kakao.com/10581900
대박,음식점,128.8992937,35.94231325,경북 영천시 금호읍 원제2길 14,http://place.map.kakao.com/1340668802
윤성치킨,음식점,128.8991761,35.9430477,경북 영천시 금호읍 원제2길 16-8,http://place.map.kakao.com/10071046
윤성곰장어,음식점,128.8993171,35.94190289,경북 영천시 금호읍 원제2길 9,http://place.map.kakao.com/11727548
사오정식당,음식점,128.8993776,35.94183615,경북 영천시 금호읍 원제2길 9,http://place.map.kakao.com/1340299505
우로들토종닭,음식점,128.8991415,35.94308429,경북 영천시 금호읍 원제2길 16-8,http://place.map.kakao.com/8465428
월드푸드포장마차,음식점,128.8989955,35.94268021,경북 영천시 금호읍 원제2길 16-3,http://place.map.kakao.com/298903933
딱좋은밤,음식점,128.8991299,35.94278531,경북 영천시 금호읍 원제2길 16-7,http://place.map.kakao.com/924559638
송정닭과오리,음식점,128.9016577,36.06992887,경북 영천시 화남면 천문로 1743,http://place.map.kakao.com/449390535
서산옥,음식점,128.9067213,35.95084317,경북 영천시 금호읍 금호로 504,http://place.map.kakao.com/12110774
덕수물회,음식점,128.9053693,35.9497401,경북 영천시 금호읍 금호로 487,http://place.map.kakao.com/2123601561
달강,음식점,128.9055027,35.94998668,경북 영천시 금호읍 금호로 487,http://place.map.kakao.com/274261890
효사랑요양병원 장례식장 식당,음식점,128.9063812,35.94942126,경북 영천시 금호읍 금호로 484,http://place.map.kakao.com/21274035
