위도,경도
35.961695696366405,128.92613361146536
35.96115990211965,128.92681331761258
35.960772012385455,128.92754094392905
35.961114649796436,128.9285079990244
35.96100389667588,128.92895141696403
35.96095950316977,128.92877022992815
35.960837230767964,128.92852896053753
35.961509402828355,128.9293156185466
35.961985729328966,128.93023329743002
35.9622312485625,128.9312146388178
35.96241161650835,128.93148504106176
35.963288419444986,128.9335513674753
35.963485010222634,128.93393301288765
35.96297989005564,128.93396502719153
35.9610946034139,128.93311271696243
35.96050677055642,128.93296538470372
35.96057819300797,128.9311882317121 
35.960520447547204,128.9308570927997
35.960437901505664,128.93290551785287
35.95900606562479,128.93229151712967
35.95802315894758,128.9323368361192
35.95789667422845,128.9327770770991
35.95787638024766,128.9331977392305 
35.957808330448444,128.93350640606118
35.95691656069371,128.93194967667745
35.95623557627086,128.93171143041343
35.954943144271994,128.93125326821442
35.95463689702777,128.93124581093457
35.95259656755242,128.93064755500612
35.95253581515357,128.93092313447875
35.95272227183579,128.93123520902768
35.952791878050526,128.93138928634727
35.95058972317331,128.93020806636173
35.948774656786064,128.92960981094612
35.94871161509285,128.93016790822483
35.948496788443265,128.93119882623952
35.94827107265311,128.93234583143487
35.948171453943,128.93293627665608
35.946961240149186,128.92918892978145
35.94330093118533,128.92902790148088
35.9434699454536,128.92972457715084
35.94284598677033,128.92958197076706
35.94308024522115,128.931263670153
35.94284134952765,128.92959016872732
35.94307141937257,128.93237155573158
35.94019149176267,128.92977227486568
35.9308566561934,128.93618181272927
35.928102009849354,128.93517846066504
35.930303786325,128.93833431296434
35.92670563278485,128.9329231417796
35.93022063200346,128.93818271338785
35.92569172958067,128.93628849972293
35.930676603688354,128.94453117861954
35.931725871565824,128.9465068551618
35.93313733788887,128.94392668588534
35.933377190990534,128.94525103525535
35.925300238342324,128.95460277867537
35.92762375849995,128.95218941088243
35.91857907958904,128.94789605320636
35.91859510176028,128.94579724988952
35.91638050457793,128.94789197744876
35.91630523196935,128.94864338299752
35.91632507756628,128.94964082073395
35.91511012409943,128.94788297546768
35.915109474299356,128.9501426801543
35.91461294971093,128.94853540230218
35.91407662693183,128.9477136301191
35.91413740929408,128.945632657568
35.91338963265489,128.95006722421368
35.91196451084255,128.9501540808245
35.910665933874476,128.9474417024282
35.9107065555951,128.9499348990378
35.9107393679462,128.9512427253879
35.91200018000199,128.9501771097647
35.90715130841048,128.94746630856903
35.90711047382547,128.9488719528973
35.90707500269149,128.9493916519821
35.90578575689503,128.95165270145762
35.90763350578799,128.95217435939912
35.90491962992939,128.953935158117
35.907719975211876,128.9540594078246
35.90764933602645,128.95563046360002
35.907755785791224,128.9562865691428
35.90890132512312,128.95621509178733
35.90893034418962,128.95554015906302
35.90739774181363,128.95890275714925
35.9089253508243,128.9591619474264
35.90953298869323,128.95892217858685
35.910013802771815,128.95872358463765
35.91029661225823,128.95906284886115
35.91308817064093,128.95806832736454
35.91285474850276,128.9569105934308
35.911688372455494,128.95438963077711 
35.91661168540998,128.95584004689385
35.91606676851599,128.95499583919505
35.91522569600226,128.9529701873282
35.91514442379003,128.95021000065609
35.914954215697065,128.95193334793817
35.91861429983354,128.9479467660742
35.91855763660498,128.94588495234103
35.94890400125322,128.94128210541035
35.9748291708517,128.94065320925066
35.97311834931096,128.94336044417074
35.9727354947158,128.94251967182598
35.974009792090044,128.9453444021153
35.97441425323574,128.9465182928857
35.976428900694536,128.94452801854877
35.976677357716945,128.94198440801864
35.97730069503114,128.94688850725785
35.97735493028054,128.94743304245247
35.97508315868114,128.94805342896342
35.974350303986014,128.94657214898734
35.97376992237623,128.94846456007852
35.972576298131465,128.94872342832508
35.9716764884364,128.9492001287941
35.97080946371791,128.95043139492495
35.976659702178104,128.94196180399058
35.972817651908684,128.9498129340365
35.97267650086317,128.95156645113067
35.97504438337369,128.94808296080396
35.97599455163674,128.948388999907 
35.975487369238756,128.9499340438439
35.97601679950351,128.94840617526313
35.975708669802295,128.95100924288062
35.976145286237625,128.95352533533196
35.97751779746016,128.95334854042005
35.972623628125085,128.95163165983126
35.978215854304004,128.95059704912507
35.97886702746723,128.95307970738716
35.978687606862124,128.95303094130009
35.978469837625504,128.95201675568367
35.97988934285548,128.95282775305446
35.979759488499454,128.9513944462677
35.97958926412479,128.95022621618853
35.978999657874894,128.94991238289995
35.98063336002049,128.95140488165634
35.981783724405744,128.95269706130526
35.981670080859175,128.95137498313267
35.98335007390829,128.95223676954654
35.98307483138733,128.95143175483764
35.983025125366616,128.95005579748664
35.98305898229609,128.94797235657074
35.985157997416266,128.9474474511695
35.98576525497627,128.95166433070543
35.98583170755101,128.95256401057577
35.98593219604064,128.95358648764696
35.98612868313259,128.95479981448912
35.986196015556786,128.95564408738196
35.98624153090736,128.95672064965692
35.98633695631242,128.95749909726317
35.98746736375822,128.9572498517722
35.98872332730756,128.95703696396225
35.98866398704763,128.95515065074852
35.988565657178526,128.95454950815432
35.98837730570102,128.9522830511036
35.98817052482566,128.95114705259394
35.98940711010672,128.95433743529628
35.98972199724594,128.95436737963362
35.99023457405485,128.9522179525411
35.9905027478588,128.9540096658938
35.99019264847248,128.95562079846542
35.99153717120307,128.95660754164072
35.991743356499676,128.9563964237998
35.993028583226376,128.95632283624752
35.98748735203179,128.96071508474225
35.98672604737259,128.96098450461227
35.985980521506804,128.96359365606122
35.98458304085962,128.96309337428292
35.984793105398644,128.96292119113943
35.98269282835563,128.96296893252426
35.98264752177325,128.95802323819387
35.98223192932095,128.95809057248445
35.980949123354904,128.95829168125962
35.98025286343592,128.9584407654004
35.98093844635236,128.96280351881956
35.97819454232176,128.95867812534456
35.977415951247266,128.95890276716025
35.976767948383745,128.95664744423087
35.982649847900305,128.9631175350977
35.98394090951242,128.96323821939473
35.984545561425804,128.96318113951614
35.98479274263227,128.96294335570974
35.98609882482333,128.9632473491844
35.986306771260345,128.96347978602287
35.986146516875884,128.9636365750107
35.98594013822538,128.96385874160134
35.98587821052843,128.96351351156267
35.969981520219854,128.95147515612385
35.96998656136683,128.95171914427434 
35.96902941921629,128.95377948094492
35.967475306743566,128.9565288961735
35.966798806661444,128.9576760482353
35.97378599839287,128.92865277468314
35.973722986954996,128.9283685661795
35.97356046062105,128.92866945685623
35.97408311560441,128.9295080341954
35.97279521479263,128.92974826676854
35.97405636122187,128.92949075482173
35.97469182411451,128.93059814084145
35.975246567937425,128.93168140614029
35.975497425597226,128.93233048203362
35.97498351801452,128.93262834481575
35.9755199436847,128.9323310310868
35.97437298023035,128.9330513290141
35.97406981927203,128.9325728077984
35.973323395284204,128.9338792923961
35.972538637352024,128.9322528013596
35.971022784157945,128.93265924412853
35.971055250517324,128.9323219457579
35.97080420794243,128.93224377397587
35.97035585933415,128.93126846503978
35.97011605237624,128.93049222936315
35.969834417503805,128.93007523447247
35.969698463327184,128.9304044660843
35.969603253368795,128.92932138722665
35.96939104811567,128.92934947636516
35.9691702724083,128.92878986974856
35.975524536560584,128.93232560030185
35.97498351801452,128.93262834481575
35.97283012886317,128.93652769527026
35.97364223489225,128.93589904970105
35.97332734587168,128.9375430571132
35.97320479251694,128.93787815995637
35.97345583070189,128.93795635214266
35.97391086487301,128.93879333401446
35.97435670648856,128.93964118588923
35.97478336213976,128.9405606327806
35.97204414228275,128.94111432689263
35.97111854170405,128.9387305727759
35.97080785582295,128.93844030936947
35.970855012835784,128.93803132213822
35.970675316153105,128.9379992163401
35.97212314963735,128.93817872284976
35.973219735453675,128.93778984364232
35.973510500542275,128.93791889055206
35.973318696637,128.93752067521973
35.97268413497036,128.93664052210767
35.97248716996135,128.93684078389026
35.97223010647336,128.93685667221786
35.97204584672925,128.93710712557953
35.97170205152205,128.93719294580026
35.97117635151233,128.93766229169907
35.97088689612176,128.938009931937
35.96949744872273,128.93560937915066
35.969969740314355,128.9325836871083
35.96767462985549,128.93269954212371
35.96701042306664,128.93141973258722
35.966590961419335,128.93144830811696
35.966682506083835,128.93107921415603
35.965924414245364,128.92947293587207
35.96535666869702,128.92835624754898
35.96832941038939,128.92784662165832
35.964944492481024,128.9273708237673
35.96453855720629,128.92655736408378
35.9642892890977,128.92636842117707
35.96336640700953,128.92463908422985
35.96301882194426,128.92383815435693
35.96315265226108,128.9233592550796
35.9629538956973,128.9231105899221
35.96274270487921,128.92363748858833
5.96219382940508,128.9249930084108
35.96296370628587,128.9208109380011 
35.96328150201594,128.91981554818358
35.964105528847874,128.9192813028581
35.965811340404684,128.91798140891677
35.961797087409415,128.9506696448558
35.961772395531,128.9488624133461
35.963802427583474,128.9487017186734
35.96775152435191,128.94855493530824
35.966659247315924,128.94590111465055
35.96532402837256,128.94600135033315
35.96448492294279,128.946069425685
35.96367140098263,128.9462267988436
35.96236482070281,128.94622797756963
35.96171630366406,128.94621205908416
35.95810673553732,128.94542523409325
35.9596970311058,128.94515391693122
35.96163226496137,128.94417061889914
35.96261638303464,128.94405066154195
35.96375182773981,128.94404525081006
35.96442898289468,128.94396209928246
35.966736438934944,128.94391892188548
35.9666857405419,128.94259864889037
35.96661737176678,128.9412557759999
35.96534574261658,128.94132439493214
35.964314597151244,128.941288061788
35.96355494385837,128.94145788688164
35.96319232460632,128.94159309680114
35.96244562317428,128.9415193929824
35.961896900818815,128.94146162212297
35.96156022727895,128.94166396630902
35.96141154354672,128.94082905909255
35.96179576088307,128.94047270484373
35.96249944415959,128.9409776094853
35.962396734970014,128.94064258448208
35.95974328152818,128.94146430844393
35.96000990453985,128.93946474910015
35.960580045970836,128.93931244275782
35.96024941064799,128.9385839358267 
35.961775010970364,128.94008427092416
35.963458900600386,128.93903925822565 
35.96481663569872,128.93893945657936
35.965970812805814,128.93889009526472
35.96722388998479,128.93885423651398
35.96337495018358,128.93810062142205
35.962392804859,128.93809878114675
35.96035776588603,128.93856995978885
35.960299544393955,128.93659569084477
35.961454322649814,128.93706723732876
35.96160756067179,128.9365057180176
35.96335006987679,128.93629334899433
35.96356746448117,128.93454740773598
35.96329492445735,128.9346848475525
35.962509757958664,128.93531962795336
35.960392877751794,128.93527904353465
35.96029658440506,128.93454518850214
35.96043957317004,128.93294157975322
35.961122696320295,128.93304690070104
35.96427166285197,128.93334535430947
35.960509678833276,128.93082635109977 
35.96204206931062,128.9302318980656 
35.96099176634191,128.9288652246151
35.96099621940157,128.92858824500144
35.96102505974715,128.92679341563274
35.9617024518329,128.92613377557015
35.957130492390746,128.93698378368612
