lat,lon,ta_avg,td_avg,hm_avg,geometry,ASR,DSR,RSR,Tnwb,Tg,WBGT
36.705234,127.128167,12.7,7.3,73.0,POINT (127.128167 36.705234),309.86343,365.15964,195.90579,9.790452916272924,13.082182985544204,10.739753638499888
36.709844,127.128248,12.8,7.3,73.0,POINT (127.128248 36.709844),309.86343,365.15964,195.90579,9.884508379504572,13.182182985544205,10.83559246276204
36.705169,127.133893,12.8,7.5,73.0,POINT (127.133893 36.705169),309.86343,365.15964,195.90579,9.884508379504572,13.182182985544205,10.83559246276204
36.709779,127.133974,12.8,7.4,73.0,POINT (127.133974 36.709779),309.86343,365.15964,195.90579,9.884508379504572,13.182182985544205,10.83559246276204
36.71439,127.134055,12.7,7.2,73.0,POINT (127.134055 36.71439),309.86343,365.15964,195.90579,9.790452916272924,13.082182985544204,10.739753638499888
36.691272,127.139375,12.7,7.3,73.0,POINT (127.139375 36.691272),309.86343,365.15964,195.90579,9.790452916272924,13.082182985544204,10.739753638499888
36.695882,127.139456,12.7,7.3,73.0,POINT (127.139456 36.695882),309.86343,365.15964,195.90579,9.790452916272924,13.082182985544204,10.739753638499888
36.700493,127.139538,12.8,7.4,73.0,POINT (127.139538 36.700493),309.86343,365.15964,195.90579,9.884508379504572,13.182182985544205,10.83559246276204
36.705103,127.139619,12.8,7.4,73.0,POINT (127.139619 36.705103),309.86343,365.15964,195.90579,9.884508379504572,13.182182985544205,10.83559246276204
36.709714,127.139701,12.7,7.2,73.0,POINT (127.139701 36.709714),309.86343,365.15964,195.90579,9.790452916272924,13.082182985544204,10.739753638499888
36.714324,127.139782,12.8,7.2,73.0,POINT (127.139782 36.714324),309.86343,365.15964,195.90579,9.884508379504572,13.182182985544205,10.83559246276204
36.718935,127.139864,12.9,7.3,73.0,POINT (127.139864 36.718935),298.6231,352.39996,208.21153,9.978563811080601,13.275446379184723,10.930083943593363
36.691206,127.145099,12.7,7.3,73.0,POINT (127.145099 36.691206),309.86343,365.15964,195.90579,9.790452916272924,13.082182985544204,10.739753638499888
36.695816,127.145181,12.7,7.3,73.0,POINT (127.145181 36.695816),316.77118,370.83844,190.40576,9.790452916272924,13.085143309831619,10.74034570335737
36.700427,127.145263,12.7,7.3,73.0,POINT (127.145263 36.700427),316.77118,370.83844,190.40576,9.790452916272924,13.085143309831619,10.74034570335737
36.705037,127.145345,12.7,7.2,73.0,POINT (127.145345 36.705037),309.86343,365.15964,195.90579,9.790452916272924,13.082182985544204,10.739753638499888
36.709648,127.145427,12.9,7.3,73.0,POINT (127.145427 36.709648),309.86343,365.15964,195.90579,9.978563811080601,13.282182985544205,10.93143126486526
36.714258,127.145509,13.0,7.5,73.0,POINT (127.145509 36.714258),316.77118,370.83844,190.40576,10.072619211111425,13.38514330983162,11.027862109744321
36.718869,127.145591,13.0,7.4,73.0,POINT (127.145591 36.718869),316.77118,370.83844,190.40576,10.072619211111425,13.38514330983162,11.027862109744321
36.72348,127.145673,13.0,7.4,73.0,POINT (127.145673 36.72348),298.6231,352.39996,208.21153,10.072619211111425,13.375446379184723,11.025922723614942
36.617381,127.149509,12.8,7.8,74.0,POINT (127.149509 36.617381),319.2192,372.01923,190.58463,9.988683572478273,13.185755985975266,10.909229697929845
36.62199,127.149591,12.7,7.2,72.0,POINT (127.149591 36.62199),319.2192,372.01923,190.58463,9.686705472810658,13.085755985975265,10.667845028162514
36.69114,127.150824,12.7,7.2,73.0,POINT (127.150824 36.69114),316.77118,370.83844,190.40576,9.790452916272924,13.085143309831619,10.74034570335737
36.69575,127.150906,12.7,7.2,73.0,POINT (127.150906 36.69575),316.77118,370.83844,190.40576,9.790452916272924,13.085143309831619,10.74034570335737
36.700361,127.150989,12.8,7.2,73.0,POINT (127.150989 36.700361),316.77118,370.83844,190.40576,9.884508379504572,13.18514330983162,10.836184527619526
36.704971,127.151071,12.9,7.4,73.0,POINT (127.151071 36.704971),316.77118,370.83844,190.40576,9.978563811080601,13.28514330983162,10.932023329722742
36.709582,127.151153,13.0,7.5,73.0,POINT (127.151153 36.709582),316.77118,370.83844,190.40576,10.072619211111425,13.38514330983162,11.027862109744321
36.714192,127.151236,13.1,7.5,73.0,POINT (127.151236 36.714192),316.77118,370.83844,190.40576,10.166674579706934,13.485143309831619,11.123700867761178
36.718803,127.151318,13.1,7.5,73.0,POINT (127.151318 36.718803),316.77118,370.83844,190.40576,10.166674579706934,13.485143309831619,11.123700867761178
36.723414,127.151401,13.1,7.6,72.0,POINT (127.151401 36.723414),313.07687,370.41736,190.74619,10.061748883310734,13.484924560785293,11.050209130474572
36.728024,127.151483,13.2,7.6,72.0,POINT (127.151483 36.728024),313.07687,370.41736,190.74619,10.155509654540847,13.584924560785293,11.14584167033565
36.608095,127.155062,12.8,8.0,75.0,POINT (127.155062 36.608095),313.32306,366.18845,196.92307,10.09299787865719,13.18272100687027,10.981642716434088
36.612705,127.155145,12.9,7.9,75.0,POINT (127.155145 36.612705),319.2192,372.01923,190.58463,10.187630115279376,13.285755985975266,11.078492277890614
36.617314,127.155227,12.8,7.7,74.0,POINT (127.155227 36.617314),319.2192,372.01923,190.58463,9.988683572478273,13.185755985975266,10.909229697929845
36.621924,127.15531,12.8,7.2,72.0,POINT (127.15531 36.621924),319.2192,372.01923,190.58463,9.780466374502943,13.185755985975266,10.763477659347114
36.626534,127.155392,12.5,7.0,72.0,POINT (127.155392 36.626534),319.2192,372.01923,190.58463,9.499183570594882,12.885755985975266,10.47657969661147
