lat,lon,ta_avg,td_avg,hm_avg
36.007125,128.844501,13.0,7.0,73.0
36.011725,128.844702,13.1,7.1,73.0
36.016325,128.844903,13.6,7.3,71.0
36.020926,128.845105,13.6,7.2,70.0
36.025526,128.845306,13.6,7.3,71.0
36.030126,128.845507,13.4,7.2,72.0
36.034727,128.845709,13.0,7.0,73.0
36.039327,128.84591,12.7,6.9,73.0
36.043928,128.846112,12.7,6.9,73.0
36.048528,128.846313,12.9,6.9,73.0
36.053129,128.846515,12.9,6.9,73.0
36.057729,128.846716,12.7,6.9,73.0
36.06233,128.846918,12.7,6.8,73.0
36.066931,128.847119,12.5,6.7,72.0
36.071532,128.847321,12.2,6.4,72.0
36.076132,128.847523,12.0,6.3,72.0
36.080733,128.847724,12.0,6.3,72.0
36.085334,128.847926,12.0,6.3,72.0
36.089935,128.848128,12.0,6.3,72.0
36.094537,128.848329,11.9,6.2,72.0
36.099138,128.848531,12.4,6.2,69.0
36.103739,128.848733,12.4,6.2,69.0
36.10834,128.848935,12.1,6.2,71.0
36.112941,128.849137,12.4,6.2,69.0
36.117543,128.849339,12.6,6.0,68.0
36.122144,128.849541,12.0,5.5,67.0
36.126746,128.849743,12.0,5.5,67.0
36.131347,128.849945,12.4,5.9,68.0
36.135949,128.850147,12.5,6.0,68.0
35.960963,128.848147,13.7,7.4,71.0
35.965563,128.848349,13.5,7.3,72.0
35.970163,128.84855,13.5,7.3,72.0
35.974762,128.848752,13.6,7.3,72.0
35.979362,128.848953,13.5,7.3,72.0
35.983962,128.849154,13.4,7.3,72.0
35.988562,128.849356,13.5,7.3,72.0
35.993161,128.849558,13.6,7.4,72.0
35.997761,128.849759,13.5,7.3,72.0
36.002361,128.849961,13.3,7.2,72.0
36.006961,128.850162,13.2,7.1,72.0
36.011561,128.850364,13.4,7.2,72.0
36.016162,128.850566,13.7,7.3,71.0
36.020762,128.850767,13.6,7.2,70.0
36.025362,128.850969,13.6,7.3,71.0
36.029962,128.851171,13.5,7.2,72.0
36.034563,128.851373,13.0,7.0,73.0
36.039163,128.851575,12.7,6.8,73.0
36.043764,128.851776,12.8,6.9,73.0
36.048364,128.851978,13.1,7.0,72.0
36.052965,128.85218,13.1,7.1,72.0
36.057565,128.852382,12.9,6.9,73.0
36.062166,128.852584,12.8,6.9,73.0
36.066767,128.852786,12.6,6.8,73.0
36.071368,128.852988,12.3,6.5,72.0
36.075969,128.85319,12.1,6.3,72.0
36.08057,128.853392,12.0,6.3,72.0
36.08517,128.853594,12.1,6.3,72.0
36.089772,128.853796,12.1,6.4,72.0
36.094373,128.853999,11.9,6.2,72.0
36.098974,128.854201,11.9,6.2,72.0
36.103575,128.854403,11.8,6.2,72.0
36.108176,128.854605,11.8,6.2,72.0
36.112777,128.854808,11.8,6.2,72.0
36.117379,128.85501,12.5,6.2,69.0
36.12198,128.855212,12.6,6.0,68.0
36.126582,128.855415,12.4,5.8,68.0
36.131183,128.855617,12.5,6.0,68.0
36.135785,128.855819,12.4,5.9,68.0
36.140386,128.856022,12.0,5.4,67.0
36.144988,128.856224,11.7,5.2,67.0
35.910208,128.851587,14.0,6.8,66.0
35.919406,128.85199,14.3,6.9,65.0
35.9562,128.853603,13.8,7.3,69.0
35.960799,128.853805,13.8,7.4,70.0
35.965399,128.854007,13.7,7.4,71.0
35.969999,128.854208,13.7,7.4,71.0
35.974598,128.85441,13.7,7.4,70.0
35.979198,128.854612,13.7,7.4,71.0
35.983798,128.854814,13.6,7.4,72.0
35.988398,128.855016,13.6,7.4,72.0
35.992997,128.855218,13.6,7.4,71.0
35.997597,128.85542,13.6,7.3,72.0
36.002197,128.855622,13.5,7.3,72.0
36.006797,128.855824,13.5,7.3,72.0
36.011397,128.856026,13.6,7.3,72.0
36.015998,128.856228,13.7,7.3,70.0
36.020598,128.85643,13.7,7.2,70.0
36.025198,128.856632,13.6,7.3,71.0
36.029798,128.856834,13.5,7.3,72.0
36.034399,128.857037,13.0,7.0,73.0
36.038999,128.857239,12.7,6.9,73.0
36.0436,128.857441,12.8,6.9,73.0
36.0482,128.857643,13.2,7.1,72.0
36.052801,128.857846,13.2,7.1,72.0
36.057401,128.858048,13.0,7.0,73.0
36.062002,128.85825,12.8,6.9,73.0
36.066603,128.858453,12.7,6.8,73.0
36.071204,128.858655,12.5,6.7,72.0
36.075804,128.858858,12.2,6.4,72.0
36.080405,128.85906,12.0,6.3,72.0
36.085006,128.859263,12.1,6.3,72.0
36.089607,128.859465,12.2,6.4,72.0
36.094208,128.859668,12.1,6.3,72.0
36.098809,128.85987,11.9,6.2,72.0
36.103411,128.860073,12.0,6.3,72.0
36.108012,128.860276,12.0,6.3,72.0
36.112613,128.860478,11.9,6.2,72.0
36.117214,128.860681,11.8,6.2,72.0
36.121816,128.860884,12.1,6.2,70.0
36.126417,128.861087,12.6,6.2,69.0
36.131019,128.861289,12.6,6.1,68.0
36.13562,128.861492,12.5,6.0,68.0
36.140222,128.861695,12.2,5.6,67.0
36.144824,128.861898,11.8,5.3,67.0
35.900846,128.856837,14.0,6.9,67.0
35.905445,128.857039,14.0,7.0,67.0
35.910044,128.85724,14.0,6.9,66.0
35.914643,128.857442,14.1,6.8,65.0
35.919242,128.857644,14.2,6.9,65.0
35.923841,128.857846,14.2,6.9,65.0
35.92844,128.858048,14.2,6.9,65.0
35.933039,128.85825,14.2,6.9,65.0
35.937638,128.858452,14.2,6.8,65.0
35.942238,128.858654,14.1,6.8,65.0
35.946837,128.858856,13.9,6.9,66.0
35.951436,128.859058,13.9,7.0,68.0
35.956036,128.85926,13.8,7.1,68.0
35.960635,128.859462,13.8,7.2,69.0
35.965235,128.859665,13.8,7.3,69.0
35.969834,128.859867,13.8,7.2,69.0
35.974434,128.860069,13.8,7.2,69.0
35.979034,128.860271,13.7,7.3,70.0
35.983633,128.860474,13.7,7.4,71.0
35.988233,128.860676,13.6,7.4,71.0
35.992833,128.860878,13.6,7.4,71.0
35.997433,128.861081,13.6,7.4,72.0
36.002033,128.861283,13.5,7.3,72.0
36.006633,128.861485,13.5,7.3,72.0
36.011233,128.861688,13.7,7.4,71.0
36.015833,128.86189,13.7,7.2,70.0
36.020433,128.862093,13.6,7.3,70.0
36.025034,128.862295,13.6,7.4,71.0
36.029634,128.862498,13.5,7.3,72.0
36.034234,128.862701,13.1,7.1,72.0
36.038835,128.862903,12.8,6.9,73.0
36.043435,128.863106,12.9,7.0,73.0
36.048036,128.863308,13.2,7.1,72.0
36.052636,128.863511,13.2,7.1,72.0
36.057237,128.863714,13.0,7.0,73.0
36.061838,128.863917,12.8,6.9,73.0
36.066438,128.86412,12.7,6.9,73.0
36.071039,128.864322,12.6,6.8,73.0
36.07564,128.864525,12.3,6.5,72.0
36.080241,128.864728,12.1,6.3,72.0
36.084842,128.864931,12.1,6.3,72.0
36.089443,128.865134,12.2,6.4,72.0
36.094044,128.865337,12.2,6.4,72.0
36.098645,128.86554,12.1,6.3,72.0
36.103246,128.865743,12.1,6.4,72.0
36.107847,128.865946,12.2,6.4,72.0
36.112448,128.866149,12.0,6.2,72.0
36.11705,128.866352,11.9,6.2,72.0
36.121651,128.866555,11.8,6.2,72.0
36.126253,128.866759,11.9,6.2,72.0
36.130854,128.866962,12.5,6.2,69.0
36.135456,128.867165,12.6,6.1,68.0
36.140057,128.867368,12.3,5.8,68.0
36.144659,128.867571,11.9,5.4,67.0
35.87309,128.861276,13.9,7.3,69.0
35.877689,128.861479,13.9,7.2,68.0
35.882287,128.861681,14.0,7.0,67.0
35.896083,128.862287,13.9,7.1,67.0
35.900682,128.862489,13.9,7.1,67.0
35.905281,128.862691,13.9,7.1,68.0
35.90988,128.862893,14.0,7.0,67.0
35.914479,128.863096,14.1,6.8,66.0
35.919078,128.863298,14.2,6.9,65.0
35.923677,128.8635,14.2,6.9,65.0
35.928276,128.863703,14.2,6.9,65.0
35.932875,128.863905,14.2,6.9,65.0
35.937474,128.864107,14.1,6.8,65.0
35.942073,128.86431,14.1,6.8,65.0
35.946673,128.864512,14.0,6.9,66.0
35.951272,128.864715,13.9,7.0,68.0
35.955871,128.864917,13.8,7.2,69.0
35.960471,128.86512,13.8,7.2,69.0
35.96507,128.865322,13.8,7.3,69.0
35.96967,128.865525,13.8,7.3,69.0
35.974269,128.865728,13.8,7.4,70.0
35.978869,128.86593,13.7,7.4,71.0
35.983469,128.866133,13.7,7.5,71.0
35.988069,128.866336,13.7,7.4,71.0
35.992669,128.866538,13.7,7.4,71.0
35.997268,128.866741,13.6,7.4,72.0
36.001868,128.866944,13.5,7.4,72.0
36.006468,128.867147,13.6,7.4,72.0
36.011068,128.86735,13.7,7.3,70.0
36.015669,128.867553,13.7,7.2,70.0
36.020269,128.867755,13.6,7.4,71.0
36.024869,128.867958,13.5,7.3,72.0
36.029469,128.868161,13.4,7.2,72.0
36.03407,128.868364,13.0,7.1,73.0
36.03867,128.868567,12.8,7.0,73.0
36.04327,128.86877,13.1,7.1,72.0
36.047871,128.868974,13.3,7.2,72.0
36.052471,128.869177,13.2,7.2,72.0
36.057072,128.86938,13.1,7.1,72.0
36.061673,128.869583,13.0,7.0,72.0
36.066273,128.869786,12.9,7.0,73.0
36.070874,128.869989,12.7,6.8,73.0
36.075475,128.870193,12.5,6.7,72.0
36.080076,128.870396,12.3,6.5,72.0
36.084677,128.870599,12.2,6.4,72.0
36.089278,128.870803,12.2,6.4,72.0
36.093879,128.871006,12.2,6.4,72.0
36.09848,128.871209,12.2,6.4,72.0
36.103081,128.871413,12.2,6.4,72.0
36.107682,128.871616,12.1,6.4,72.0
36.112284,128.87182,12.0,6.2,72.0
36.116885,128.872023,11.8,6.2,72.0
36.121486,128.872227,11.8,6.2,72.0
36.126088,128.87243,11.8,6.2,72.0
36.130689,128.872634,12.2,6.2,70.0
36.135291,128.872838,12.6,6.1,68.0
36.139892,128.873041,12.2,5.7,68.0
36.144494,128.873245,11.8,5.3,67.0
35.868327,128.866724,13.6,7.5,71.0
35.872926,128.866926,13.8,7.4,70.0
35.877524,128.867129,13.9,7.3,68.0
35.882123,128.867331,13.9,7.1,68.0
35.89132,128.867736,13.9,7.1,68.0
35.895919,128.867939,13.9,7.2,68.0
35.900517,128.868141,13.9,7.2,68.0
35.905116,128.868344,14.0,7.0,67.0
35.909715,128.868547,14.0,6.9,66.0
35.914314,128.868749,14.0,6.9,66.0
35.918913,128.868952,14.0,6.9,66.0
35.923512,128.869155,14.1,6.9,66.0
35.928111,128.869357,14.2,6.9,65.0
35.93271,128.86956,14.1,6.9,65.0
35.937309,128.869763,14.1,6.9,65.0
35.941908,128.869966,14.1,6.8,66.0
35.946508,128.870169,14.0,6.9,66.0
35.951107,128.870371,13.8,7.1,68.0
35.955706,128.870574,13.8,7.4,70.0
35.960306,128.870777,13.8,7.4,70.0
35.964905,128.87098,13.8,7.4,71.0
35.969505,128.871183,13.7,7.5,71.0
35.974105,128.871386,13.6,7.4,72.0
35.978704,128.871589,13.5,7.4,72.0
35.983304,128.871792,13.6,7.4,72.0
35.987904,128.871996,13.6,7.4,72.0
35.992504,128.872199,13.7,7.5,71.0
35.997104,128.872402,13.7,7.5,71.0
36.001703,128.872605,13.7,7.5,71.0
36.006303,128.872808,13.7,7.4,71.0
36.010903,128.873012,13.7,7.3,70.0
36.015504,128.873215,13.6,7.4,70.0
36.020104,128.873418,13.5,7.4,72.0
36.024704,128.873621,13.3,7.2,72.0
36.029304,128.873825,13.1,7.1,72.0
36.033905,128.874028,12.9,7.0,73.0
36.038505,128.874232,13.0,7.0,73.0
36.043105,128.874435,13.2,7.2,72.0
36.047706,128.874639,13.3,7.2,72.0
36.052306,128.874842,13.3,7.2,72.0
36.056907,128.875046,13.2,7.2,72.0
36.061508,128.875249,13.1,7.1,72.0
36.066108,128.875453,12.9,7.0,73.0
36.070709,128.875656,12.7,6.9,73.0
36.07531,128.87586,12.6,6.8,72.0
36.079911,128.876064,12.4,6.6,72.0
36.084512,128.876268,12.3,6.5,72.0
36.089113,128.876471,12.3,6.5,72.0
36.093714,128.876675,12.3,6.5,72.0
36.098315,128.876879,12.3,6.5,72.0
36.102916,128.877083,12.2,6.4,72.0
36.107517,128.877287,12.2,6.4,72.0
36.112118,128.87749,12.0,6.3,72.0
36.11672,128.877694,11.8,6.2,72.0
36.121321,128.877898,11.9,6.2,72.0
36.125922,128.878102,12.0,6.2,71.0
36.130524,128.878306,12.0,6.2,71.0
36.135125,128.87851,12.6,6.2,68.0
36.139727,128.878714,12.3,5.8,68.0
36.144328,128.878918,11.8,5.2,67.0
35.863564,128.872171,13.1,7.3,73.0
35.868162,128.872373,13.5,7.5,72.0
35.872761,128.872576,13.7,7.5,70.0
35.877359,128.872779,13.9,7.3,69.0
35.881958,128.872982,13.9,7.2,68.0
35.886556,128.873185,13.9,7.2,68.0
35.891155,128.873388,13.9,7.2,68.0
35.895754,128.873591,13.9,7.2,68.0
35.900352,128.873794,13.9,7.1,68.0
35.904951,128.873997,14.0,6.9,66.0
35.90955,128.8742,14.1,6.9,66.0
35.914149,128.874403,14.1,6.9,66.0
35.918748,128.874606,14.0,6.9,66.0
35.923347,128.874809,14.0,6.9,66.0
35.927946,128.875012,14.1,6.9,66.0
35.932545,128.875215,14.1,6.9,65.0
35.937144,128.875418,14.1,6.9,65.0
35.941743,128.875622,14.1,6.9,66.0
35.946343,128.875825,14.0,6.9,66.0
35.950942,128.876028,13.8,7.2,69.0
35.955541,128.876231,13.8,7.4,70.0
35.960141,128.876435,13.7,7.5,71.0
35.96474,128.876638,13.7,7.5,71.0
35.96934,128.876841,13.5,7.4,72.0
35.973939,128.877045,13.4,7.3,72.0
35.978539,128.877248,13.4,7.3,72.0
35.983139,128.877452,13.4,7.3,72.0
35.987739,128.877655,13.4,7.3,72.0
35.992338,128.877859,13.6,7.5,71.0
35.996938,128.878062,13.7,7.5,71.0
36.001538,128.878266,13.7,7.4,70.0
36.006138,128.87847,13.7,7.3,69.0
36.010738,128.878673,13.7,7.4,70.0
36.015338,128.878877,13.6,7.5,71.0
36.019938,128.879081,13.5,7.4,72.0
36.024539,128.879284,13.3,7.2,72.0
36.029139,128.879488,13.1,7.1,72.0
36.033739,128.879692,13.1,7.1,72.0
36.03834,128.879896,13.3,7.2,72.0
36.04294,128.8801,13.4,7.3,72.0
36.04754,128.880304,13.3,7.2,72.0
36.052141,128.880508,13.2,7.2,72.0
36.056742,128.880711,13.1,7.1,72.0
36.061342,128.880915,13.0,7.1,72.0
36.065943,128.881119,12.9,7.0,73.0
36.070544,128.881323,12.7,6.9,73.0
36.075144,128.881528,12.7,6.8,73.0
36.079745,128.881732,12.5,6.7,72.0
36.084346,128.881936,12.4,6.6,72.0
36.088947,128.88214,12.4,6.6,72.0
36.093548,128.882344,12.4,6.6,72.0
36.098149,128.882548,12.4,6.6,72.0
36.10275,128.882752,12.3,6.5,72.0
36.107351,128.882957,12.2,6.4,72.0
36.111953,128.883161,12.1,6.3,72.0
36.116554,128.883365,11.9,6.2,72.0
36.121155,128.88357,11.8,6.2,72.0
36.125757,128.883774,12.0,6.2,71.0
36.130358,128.883978,12.3,6.2,70.0
36.13496,128.884183,12.6,6.2,68.0
36.139561,128.884387,12.4,5.9,68.0
36.144163,128.884592,11.9,5.3,67.0
35.849604,128.87721,12.8,6.6,69.0
35.854202,128.877413,12.7,6.6,70.0
35.858801,128.877617,12.7,6.8,71.0
35.863399,128.87782,13.1,7.3,73.0
35.867997,128.878023,13.5,7.5,72.0
35.872596,128.878226,13.7,7.5,71.0
35.877194,128.878429,13.8,7.4,70.0
35.881792,128.878632,13.9,7.3,69.0
35.886391,128.878836,13.9,7.2,68.0
35.89099,128.879039,13.9,7.2,68.0
35.895588,128.879242,13.9,7.2,68.0
35.900187,128.879446,14.0,7.0,67.0
35.904786,128.879649,14.0,6.9,66.0
35.909385,128.879853,14.1,6.9,66.0
35.913983,128.880056,14.0,6.9,66.0
35.918582,128.880259,13.9,7.0,67.0
35.923181,128.880463,13.9,7.0,67.0
35.92778,128.880667,14.1,6.9,66.0
35.93238,128.88087,14.1,6.9,65.0
35.936979,128.881074,14.1,6.9,66.0
35.941578,128.881277,14.0,6.9,66.0
35.946177,128.881481,14.0,6.9,66.0
35.950776,128.881685,13.9,7.1,68.0
35.955376,128.881888,13.8,7.3,70.0
35.959975,128.882092,13.8,7.5,71.0
35.964575,128.882296,13.5,7.4,72.0
35.969174,128.8825,13.2,7.2,72.0
35.973774,128.882703,13.3,7.3,72.0
35.978374,128.882907,13.6,7.4,72.0
35.982973,128.883111,13.5,7.4,72.0
35.987573,128.883315,13.5,7.4,72.0
35.992173,128.883519,13.6,7.5,71.0
35.996773,128.883723,13.7,7.4,70.0
36.001373,128.883927,13.7,7.2,69.0
36.005973,128.884131,13.7,7.3,70.0
36.010573,128.884335,13.6,7.5,71.0
36.015173,128.884539,13.6,7.5,71.0
36.019773,128.884743,13.6,7.5,71.0
36.024373,128.884947,13.5,7.4,72.0
36.028973,128.885152,13.3,7.3,72.0
36.033573,128.885356,13.4,7.3,72.0
36.038174,128.88556,13.4,7.3,72.0
36.042774,128.885764,13.3,7.2,72.0
36.047375,128.885969,13.2,7.2,72.0
36.051975,128.886173,13.2,7.2,72.0
36.056576,128.886377,13.2,7.2,72.0
36.061176,128.886582,13.1,7.2,72.0
36.065777,128.886786,13.0,7.1,72.0
36.070378,128.88699,12.9,7.0,72.0
36.074979,128.887195,12.8,7.0,73.0
36.079579,128.887399,12.7,6.8,73.0
36.08418,128.887604,12.6,6.8,72.0
36.088781,128.887808,12.6,6.8,72.0
36.093382,128.888013,12.6,6.7,72.0
36.097983,128.888218,12.5,6.7,72.0
36.102584,128.888422,12.4,6.6,72.0
36.107185,128.888627,12.3,6.5,72.0
36.111787,128.888832,12.2,6.4,72.0
36.116388,128.889036,12.0,6.2,72.0
36.120989,128.889241,11.8,6.2,72.0
36.125591,128.889446,12.0,6.2,71.0
36.130192,128.889651,12.6,6.2,68.0
36.134793,128.889856,12.6,6.0,68.0
36.139395,128.89006,12.2,5.7,68.0
36.143997,128.890265,11.8,5.2,67.0
36.148598,128.89047,11.9,5.3,67.0
36.1532,128.890675,12.3,5.8,68.0
35.844841,128.882655,12.7,6.6,70.0
35.849439,128.882858,12.7,6.6,70.0
35.854037,128.883062,12.6,6.6,70.0
35.858635,128.883265,12.7,7.0,72.0
35.863233,128.883469,13.3,7.4,73.0
35.867832,128.883672,13.6,7.5,71.0
35.87243,128.883876,13.7,7.5,71.0
35.877028,128.884079,13.8,7.4,70.0
35.881627,128.884283,13.9,7.3,69.0
35.886225,128.884487,13.9,7.1,68.0
35.890824,128.88469,14.0,7.1,67.0
35.895423,128.884894,14.0,7.0,67.0
35.900021,128.885098,14.0,7.0,66.0
35.90462,128.885302,14.0,6.9,66.0
35.909219,128.885506,14.0,6.9,66.0
35.913818,128.885709,14.0,7.0,67.0
35.918417,128.885913,13.9,7.1,67.0
35.923016,128.886117,14.0,6.9,66.0
35.927615,128.886321,14.1,6.9,66.0
35.932214,128.886525,14.1,6.9,66.0
35.936813,128.886729,14.1,6.9,66.0
35.941412,128.886933,14.0,6.9,66.0
35.946011,128.887137,13.9,6.9,67.0
35.950611,128.887341,13.8,7.1,68.0
35.95521,128.887545,13.8,7.4,70.0
35.959809,128.887749,13.6,7.5,71.0
35.964409,128.887954,13.1,7.2,73.0
35.969008,128.888158,12.8,7.0,73.0
35.973608,128.888362,13.0,7.1,73.0
35.978208,128.888566,13.5,7.4,72.0
35.982807,128.888771,13.7,7.5,71.0
35.987407,128.888975,13.7,7.5,71.0
35.992007,128.889179,13.7,7.4,70.0
35.996607,128.889384,13.7,7.2,69.0
36.001207,128.889588,13.7,7.2,69.0
36.005807,128.889792,13.7,7.4,70.0
36.010407,128.889997,13.7,7.5,71.0
36.015007,128.890201,13.6,7.5,71.0
36.019607,128.890406,13.6,7.4,71.0
36.024207,128.89061,13.6,7.5,71.0
36.028807,128.890815,13.5,7.4,72.0
36.033407,128.89102,13.5,7.4,72.0
36.038008,128.891224,13.2,7.2,72.0
36.042608,128.891429,13.0,7.1,72.0
36.047209,128.891634,13.2,7.2,72.0
36.051809,128.891838,13.4,7.3,72.0
36.05641,128.892043,13.3,7.3,72.0
36.06101,128.892248,13.2,7.2,72.0
36.065611,128.892453,13.2,7.2,72.0
36.070212,128.892657,13.2,7.2,72.0
36.074812,128.892862,13.0,7.1,72.0
36.079413,128.893067,12.9,7.0,72.0
36.084014,128.893272,12.8,7.0,72.0
36.088615,128.893477,12.7,6.9,73.0
36.093216,128.893682,12.6,6.8,72.0
36.097817,128.893887,12.5,6.7,72.0
36.102418,128.894092,12.5,6.6,72.0
36.107019,128.894297,12.3,6.5,72.0
36.11162,128.894502,12.2,6.4,72.0
36.116222,128.894707,12.0,6.3,72.0
36.120823,128.894912,11.8,6.2,72.0
36.125424,128.895118,11.9,6.2,72.0
36.130026,128.895323,12.6,6.2,68.0
36.134627,128.895528,12.4,5.8,68.0
36.139229,128.895733,11.9,5.2,67.0
36.14383,128.895939,11.8,5.2,67.0
36.148432,128.896144,12.1,5.5,67.0
36.153034,128.896349,12.5,6.0,68.0
36.157635,128.896555,12.6,6.0,68.0
36.162237,128.89676,12.5,6.0,68.0
36.166839,128.896966,12.2,5.7,68.0
36.171441,128.897171,11.8,5.2,67.0
36.176043,128.897377,11.6,4.9,67.0
35.844675,128.888302,12.7,6.6,70.0
35.849273,128.888506,12.6,6.6,70.0
35.853871,128.88871,12.7,6.8,72.0
35.858469,128.888914,13.0,7.2,73.0
35.863067,128.889118,13.4,7.5,72.0
35.867666,128.889322,13.7,7.5,71.0
35.872264,128.889526,13.8,7.4,70.0
35.876863,128.88973,13.9,7.3,69.0
35.881461,128.889934,13.9,7.2,68.0
35.88606,128.890138,14.0,7.1,67.0
35.890658,128.890342,14.0,7.0,67.0
35.895257,128.890546,14.0,7.0,66.0
35.899855,128.89075,14.0,7.0,66.0
35.904454,128.890954,14.0,7.0,66.0
35.909053,128.891158,13.9,7.1,67.0
35.913652,128.891363,13.9,7.2,68.0
35.918251,128.891567,13.9,7.1,68.0
35.92285,128.891771,14.0,6.9,66.0
35.927449,128.891976,14.1,6.9,66.0
35.932048,128.89218,14.1,6.9,66.0
35.936647,128.892384,14.0,6.9,66.0
35.941246,128.892589,14.0,6.9,66.0
35.945845,128.892793,13.9,7.0,67.0
35.950445,128.892998,13.8,7.3,69.0
35.955044,128.893202,13.7,7.5,71.0
35.959643,128.893407,13.4,7.4,72.0
35.964243,128.893611,12.9,7.0,73.0
35.968842,128.893816,12.6,6.8,72.0
35.973442,128.894021,12.7,6.9,73.0
35.978041,128.894225,13.4,7.3,72.0
35.982641,128.89443,13.7,7.5,71.0
35.987241,128.894635,13.8,7.4,70.0
35.991841,128.894839,13.8,7.2,69.0
35.99644,128.895044,13.7,7.2,69.0
36.00104,128.895249,13.7,7.3,70.0
36.00564,128.895454,13.7,7.5,70.0
36.01024,128.895659,13.7,7.5,71.0
36.01484,128.895863,13.7,7.5,71.0
36.01944,128.896068,13.6,7.5,71.0
36.024041,128.896273,13.6,7.5,72.0
36.028641,128.896478,13.5,7.4,72.0
36.033241,128.896683,13.3,7.2,72.0
36.037841,128.896888,13.0,7.1,72.0
36.042442,128.897093,13.0,7.1,72.0
36.047042,128.897298,13.4,7.3,72.0
36.051643,128.897504,13.4,7.3,72.0
36.056243,128.897709,13.2,7.2,72.0
36.060844,128.897914,13.0,7.1,72.0
36.065444,128.898119,13.1,7.1,72.0
36.070045,128.898324,13.2,7.2,72.0
36.074646,128.89853,13.1,7.2,72.0
36.079247,128.898735,13.0,7.1,72.0
36.083848,128.89894,12.9,7.0,72.0
36.088448,128.899146,12.7,6.9,72.0
36.093049,128.899351,12.6,6.8,72.0
36.09765,128.899556,12.5,6.7,72.0
36.102252,128.899762,12.4,6.6,72.0
36.106853,128.899967,12.3,6.5,72.0
36.111454,128.900173,12.2,6.4,72.0
36.116055,128.900378,12.1,6.3,72.0
36.120656,128.900584,11.9,6.2,72.0
36.125258,128.900789,11.7,6.2,72.0
36.129859,128.900995,12.5,6.2,69.0
36.134461,128.901201,12.3,5.7,68.0
36.139062,128.901406,11.8,5.2,67.0
36.143664,128.901612,12.0,5.4,67.0
36.148265,128.901818,12.5,6.0,68.0
36.152867,128.902023,12.5,6.1,68.0
36.157469,128.902229,12.6,6.1,68.0
36.16207,128.902435,12.6,6.0,68.0
36.166672,128.902641,12.4,5.9,68.0
36.171274,128.902847,12.2,5.7,68.0
36.175876,128.903053,11.9,5.2,67.0
35.839911,128.893745,12.7,6.6,70.0
35.844509,128.893949,12.7,6.6,70.0
35.849107,128.894154,12.7,6.7,71.0
35.853705,128.894358,12.7,6.9,72.0
35.858303,128.894562,12.9,7.2,73.0
35.862901,128.894767,13.2,7.4,73.0
35.8675,128.894971,13.6,7.5,71.0
35.872098,128.895175,13.8,7.4,69.0
35.876696,128.89538,13.9,7.2,68.0
35.881295,128.895584,13.9,7.2,68.0
35.885893,128.895789,13.9,7.1,68.0
35.890492,128.895993,13.9,7.1,67.0
35.89509,128.896198,13.9,7.1,67.0
35.899689,128.896402,13.9,7.1,67.0
35.904288,128.896607,13.9,7.1,67.0
35.908887,128.896811,13.9,7.2,68.0
35.913485,128.897016,13.9,7.2,69.0
35.918084,128.897221,13.9,7.2,68.0
35.922683,128.897425,14.0,7.0,66.0
35.927282,128.89763,14.1,7.0,66.0
35.931881,128.897835,14.1,7.0,66.0
35.93648,128.89804,14.0,6.9,66.0
35.94108,128.898245,13.9,7.0,67.0
35.945679,128.898449,13.8,7.2,68.0
35.950278,128.898654,13.8,7.5,70.0
35.954877,128.898859,13.7,7.5,71.0
35.959477,128.899064,13.5,7.4,72.0
35.964076,128.899269,13.1,7.2,73.0
35.968676,128.899474,12.7,6.9,73.0
35.973275,128.899679,12.8,7.0,73.0
35.977875,128.899884,13.4,7.4,72.0
35.982475,128.900089,13.7,7.5,70.0
35.987074,128.900294,13.8,7.3,69.0
35.991674,128.900499,13.7,7.4,70.0
35.996274,128.900705,13.7,7.6,71.0
36.000874,128.90091,13.7,7.6,71.0
36.005474,128.901115,13.6,7.5,71.0
36.010074,128.90132,13.6,7.5,71.0
36.014674,128.901526,13.6,7.5,71.0
36.019274,128.901731,13.5,7.4,72.0
36.023874,128.901936,13.3,7.3,72.0
36.028474,128.902142,13.2,7.2,72.0
36.033074,128.902347,13.0,7.1,72.0
36.037675,128.902552,13.0,7.1,72.0
36.042275,128.902758,13.3,7.3,72.0
36.046875,128.902963,13.4,7.4,72.0
36.051476,128.903169,13.3,7.3,72.0
36.056076,128.903374,13.0,7.0,72.0
36.060677,128.90358,12.7,6.9,72.0
36.065278,128.903786,12.8,6.9,73.0
36.069878,128.903991,13.0,7.1,72.0
36.074479,128.904197,13.0,7.1,72.0
36.07908,128.904403,12.9,7.0,72.0
36.083681,128.904608,12.8,7.0,72.0
36.088282,128.904814,12.7,6.9,72.0
36.092883,128.90502,12.6,6.8,72.0
36.097484,128.905226,12.6,6.8,72.0
36.102085,128.905431,12.5,6.7,72.0
36.106686,128.905637,12.3,6.5,72.0
36.111287,128.905843,12.2,6.4,72.0
36.115888,128.906049,12.1,6.4,72.0
36.120489,128.906255,12.0,6.3,72.0
36.125091,128.906461,11.8,6.2,72.0
36.129692,128.906667,12.3,6.2,70.0
36.134294,128.906873,12.4,5.9,68.0
36.138895,128.907079,12.0,5.3,67.0
36.143497,128.907285,12.4,5.9,68.0
36.148098,128.907491,12.5,6.1,69.0
36.1527,128.907698,12.1,6.2,71.0
36.157301,128.907904,12.3,6.2,70.0
36.161903,128.90811,12.5,6.1,68.0
36.166505,128.908316,12.6,6.1,68.0
36.171107,128.908523,12.5,6.0,68.0
36.175709,128.908729,12.2,5.7,68.0
