lat,lon,ta_avg,td_avg,hm_avg
36.180311,128.908935,12.0,5.5,67.0
35.835146,128.899188,12.7,6.8,71.0
35.839744,128.899392,12.7,6.6,70.0
35.844342,128.899597,12.7,6.6,70.0
35.84894,128.899801,12.7,6.8,71.0
35.853538,128.900006,12.8,7.0,73.0
35.858137,128.900211,12.9,7.2,73.0
35.862735,128.900415,13.2,7.4,73.0
35.867333,128.90062,13.6,7.5,71.0
35.871931,128.900825,13.9,7.3,69.0
35.87653,128.90103,13.9,7.3,68.0
35.881128,128.901235,13.9,7.3,69.0
35.885727,128.901439,13.8,7.3,69.0
35.890325,128.901644,13.9,7.3,69.0
35.894924,128.901849,13.8,7.3,69.0
35.899523,128.902054,13.8,7.3,69.0
35.904121,128.902259,13.9,7.2,68.0
35.90872,128.902464,13.9,7.2,68.0
35.913319,128.902669,13.9,7.2,68.0
35.917918,128.902874,13.9,7.2,68.0
35.922517,128.903079,14.0,7.0,66.0
35.927116,128.903285,14.1,7.0,66.0
35.931715,128.90349,14.0,7.0,66.0
35.936314,128.903695,13.9,7.0,67.0
35.940913,128.9039,13.8,7.2,68.0
35.945512,128.904105,13.8,7.5,71.0
35.950111,128.904311,13.6,7.5,72.0
35.954711,128.904516,13.6,7.5,72.0
35.95931,128.904721,13.6,7.5,71.0
35.96391,128.904927,13.6,7.5,72.0
35.968509,128.905132,13.4,7.4,72.0
35.973109,128.905338,13.4,7.4,72.0
35.977708,128.905543,13.7,7.6,71.0
35.982308,128.905748,13.8,7.3,69.0
35.986907,128.905954,13.8,7.3,69.0
35.991507,128.90616,13.7,7.6,71.0
35.996107,128.906365,13.4,7.4,72.0
36.000707,128.906571,13.4,7.4,72.0
36.005307,128.906776,13.6,7.5,72.0
36.009907,128.906982,13.6,7.5,71.0
36.014507,128.907188,13.5,7.5,72.0
36.019107,128.907393,13.3,7.3,72.0
36.023707,128.907599,13.2,7.2,72.0
36.028307,128.907805,13.0,7.1,72.0
36.032907,128.908011,13.0,7.1,72.0
36.037508,128.908216,13.2,7.2,72.0
36.042108,128.908422,13.4,7.4,72.0
36.046708,128.908628,13.5,7.4,72.0
36.051309,128.908834,13.2,7.3,72.0
36.055909,128.90904,12.9,7.0,72.0
36.06051,128.909246,12.6,6.8,72.0
36.065111,128.909452,12.6,6.8,72.0
36.069711,128.909658,12.8,7.0,72.0
36.074312,128.909864,13.0,7.1,72.0
36.078913,128.91007,13.0,7.1,72.0
36.083514,128.910276,12.9,7.0,72.0
36.088114,128.910483,12.8,7.0,72.0
36.092715,128.910689,12.8,6.9,72.0
36.097316,128.910895,12.7,6.9,72.0
36.101917,128.911101,12.6,6.8,72.0
36.106518,128.911307,12.5,6.7,72.0
36.11112,128.911514,12.4,6.6,72.0
36.115721,128.91172,12.2,6.4,72.0
36.120322,128.911926,12.0,6.3,72.0
36.124923,128.912133,11.9,6.2,72.0
36.129525,128.912339,11.9,6.2,72.0
36.134126,128.912546,12.6,6.1,68.0
36.138728,128.912752,12.3,5.8,68.0
36.143329,128.912959,12.5,6.0,68.0
36.147931,128.913165,12.3,6.2,69.0
36.152532,128.913372,11.7,6.1,72.0
36.157134,128.913578,11.7,6.1,72.0
36.161736,128.913785,12.0,6.2,71.0
36.166338,128.913992,12.4,6.1,69.0
36.170939,128.914198,12.6,6.0,68.0
36.175541,128.914405,12.3,5.8,68.0
36.180143,128.914612,12.0,5.4,67.0
35.83498,128.904834,12.7,6.6,70.0
35.839577,128.905039,12.7,6.6,70.0
35.844175,128.905244,12.7,6.7,71.0
35.848773,128.905449,12.7,6.8,72.0
35.853372,128.905654,12.8,7.1,73.0
35.85797,128.905859,13.0,7.3,73.0
35.862568,128.906064,13.3,7.4,72.0
35.867166,128.906269,13.7,7.5,71.0
35.871765,128.906475,13.7,7.5,70.0
35.876363,128.90668,13.7,7.5,71.0
35.880961,128.906885,13.7,7.5,71.0
35.88556,128.90709,13.7,7.5,70.0
35.890158,128.907296,13.8,7.5,70.0
35.894757,128.907501,13.8,7.4,70.0
35.899356,128.907706,13.8,7.4,70.0
35.903954,128.907912,13.8,7.3,69.0
35.908553,128.908117,13.9,7.2,68.0
35.913152,128.908323,13.9,7.2,68.0
35.917751,128.908528,13.9,7.1,68.0
35.92235,128.908734,14.0,7.0,66.0
35.926949,128.908939,14.0,7.0,66.0
35.931548,128.909145,14.0,7.0,66.0
35.936147,128.90935,13.9,7.1,68.0
35.940746,128.909556,13.7,7.6,71.0
35.945345,128.909761,13.4,7.4,72.0
35.949944,128.909967,13.1,7.3,73.0
35.954544,128.910173,13.2,7.3,72.0
35.959143,128.910379,13.6,7.6,71.0
35.963742,128.910584,13.8,7.3,69.0
35.968342,128.91079,13.8,7.2,69.0
35.972941,128.910996,13.8,7.3,69.0
35.977541,128.911202,13.8,7.2,69.0
35.982141,128.911408,13.8,7.1,68.0
35.98674,128.911614,13.8,7.2,69.0
35.99134,128.91182,13.7,7.6,71.0
35.99594,128.912026,13.5,7.4,72.0
36.00054,128.912232,13.6,7.5,72.0
36.00514,128.912438,13.7,7.6,71.0
36.009739,128.912644,13.7,7.6,71.0
36.014339,128.91285,13.6,7.5,71.0
36.01894,128.913056,13.4,7.4,72.0
36.02354,128.913262,13.3,7.3,72.0
36.02814,128.913468,13.2,7.3,72.0
36.03274,128.913674,13.3,7.3,72.0
36.03734,128.913881,13.5,7.4,72.0
36.041941,128.914087,13.5,7.5,71.0
36.046541,128.914293,13.4,7.4,72.0
36.051141,128.914499,13.2,7.2,72.0
36.055742,128.914706,12.9,7.0,72.0
36.060343,128.914912,12.6,6.8,72.0
36.064943,128.915119,12.5,6.7,72.0
36.069544,128.915325,12.6,6.8,72.0
36.074144,128.915531,12.8,6.9,72.0
36.078745,128.915738,12.9,7.0,72.0
36.083346,128.915944,12.9,7.1,72.0
36.087947,128.916151,12.8,7.0,72.0
36.092548,128.916358,12.7,6.8,72.0
36.097149,128.916564,12.6,6.8,72.0
36.10175,128.916771,12.6,6.8,72.0
36.106351,128.916977,12.6,6.8,72.0
36.110952,128.917184,12.5,6.7,72.0
36.115553,128.917391,12.3,6.5,72.0
36.120155,128.917598,12.1,6.4,72.0
36.124756,128.917804,11.9,6.2,72.0
36.129357,128.918011,11.7,6.2,72.0
36.133959,128.918218,12.2,6.2,70.0
36.13856,128.918425,12.6,6.1,68.0
36.143162,128.918632,12.6,6.1,68.0
36.147763,128.918839,12.4,6.2,69.0
36.152365,128.919046,11.6,6.1,73.0
36.156966,128.919253,11.6,6.1,73.0
36.161568,128.91946,11.7,6.1,73.0
36.16617,128.919667,12.1,6.2,71.0
36.170772,128.919874,12.6,6.1,68.0
36.175374,128.920081,12.4,5.9,68.0
36.179976,128.920288,12.0,5.4,67.0
36.184578,128.920495,11.8,5.1,67.0
35.830215,128.910275,12.8,6.6,69.0
35.834812,128.91048,12.8,6.6,69.0
35.83941,128.910686,12.7,6.6,70.0
35.844008,128.910891,12.7,6.7,71.0
35.848606,128.911097,12.8,7.0,72.0
35.853204,128.911302,12.9,7.2,73.0
35.857803,128.911508,13.0,7.3,73.0
35.862401,128.911713,13.4,7.5,72.0
35.866999,128.911919,13.6,7.5,71.0
35.871597,128.912124,13.3,7.4,72.0
35.876196,128.91233,12.9,7.2,73.0
35.880794,128.912536,13.0,7.3,73.0
35.885393,128.912741,13.4,7.5,72.0
35.889991,128.912947,13.6,7.5,71.0
35.89459,128.913153,13.7,7.5,71.0
35.899188,128.913358,13.8,7.5,70.0
35.903787,128.913564,13.8,7.4,70.0
35.908386,128.91377,13.8,7.4,69.0
35.912985,128.913976,13.8,7.4,69.0
35.917583,128.914182,13.9,7.2,68.0
35.922182,128.914388,14.0,7.0,67.0
35.926781,128.914593,14.0,7.0,66.0
35.93138,128.914799,13.9,7.0,67.0
35.935979,128.915005,13.8,7.3,69.0
35.940578,128.915211,13.7,7.6,71.0
35.945178,128.915418,13.4,7.4,72.0
35.949777,128.915624,13.3,7.3,72.0
35.954376,128.91583,13.4,7.4,72.0
35.958976,128.916036,13.8,7.6,70.0
35.963575,128.916242,13.8,7.1,68.0
35.968174,128.916448,13.9,7.1,68.0
35.972774,128.916654,13.8,7.2,68.0
35.977373,128.916861,13.8,7.2,69.0
35.981973,128.917067,13.8,7.2,68.0
35.986573,128.917273,13.8,7.2,68.0
35.991172,128.91748,13.7,7.3,69.0
35.995772,128.917686,13.7,7.5,70.0
36.000372,128.917892,13.7,7.4,70.0
36.004972,128.918099,13.7,7.3,69.0
36.009572,128.918305,13.7,7.3,69.0
36.014172,128.918512,13.7,7.4,70.0
36.018772,128.918718,13.6,7.5,71.0
36.023372,128.918925,13.6,7.5,71.0
36.027972,128.919131,13.5,7.5,71.0
36.032572,128.919338,13.6,7.5,71.0
36.037173,128.919545,13.6,7.4,71.0
36.041773,128.919751,13.5,7.5,71.0
36.046373,128.919958,13.4,7.4,72.0
36.050974,128.920165,13.0,7.1,72.0
36.055574,128.920371,12.7,6.9,72.0
36.060175,128.920578,12.6,6.8,72.0
36.064775,128.920785,12.5,6.7,72.0
36.069376,128.920992,12.5,6.7,72.0
36.073977,128.921199,12.5,6.7,72.0
36.078577,128.921406,12.6,6.8,72.0
36.083178,128.921612,12.8,7.0,72.0
36.087779,128.921819,12.6,6.8,72.0
36.09238,128.922026,12.4,6.6,72.0
36.096981,128.922233,12.4,6.6,72.0
36.101582,128.92244,12.4,6.6,72.0
36.106183,128.922647,12.4,6.6,72.0
36.110784,128.922855,12.5,6.7,72.0
36.115385,128.923062,12.4,6.6,72.0
36.119987,128.923269,12.2,6.4,72.0
36.124588,128.923476,12.0,6.3,72.0
36.129189,128.923683,11.8,6.2,72.0
36.133791,128.92389,11.7,6.2,72.0
36.138392,128.924098,12.3,6.2,70.0
36.142994,128.924305,12.6,6.1,68.0
36.147595,128.924512,12.4,6.2,69.0
36.152197,128.92472,11.7,6.1,73.0
36.156798,128.924927,11.6,6.1,73.0
36.1614,128.925135,11.8,6.1,72.0
36.166002,128.925342,12.2,6.2,70.0
36.170604,128.92555,12.6,6.1,68.0
36.175206,128.925757,12.4,5.9,68.0
36.179807,128.925965,12.0,5.4,67.0
35.834645,128.916127,12.9,6.6,69.0
35.839243,128.916333,12.8,6.6,69.0
35.843841,128.916538,12.7,6.6,70.0
35.848439,128.916744,12.8,7.1,73.0
35.853037,128.91695,13.1,7.4,73.0
35.857635,128.917156,13.2,7.4,73.0
35.862233,128.917362,13.4,7.5,72.0
35.866832,128.917568,13.5,7.5,72.0
35.87143,128.917774,12.8,7.2,73.0
35.876028,128.91798,12.6,6.7,71.0
35.880627,128.918186,12.6,6.7,71.0
35.885225,128.918392,12.8,7.1,73.0
35.889824,128.918598,13.3,7.4,72.0
35.894422,128.918804,13.6,7.5,71.0
35.899021,128.91901,13.7,7.5,70.0
35.903619,128.919217,13.8,7.5,70.0
35.908218,128.919423,13.8,7.5,70.0
35.912817,128.919629,13.7,7.5,71.0
35.917416,128.919835,13.8,7.5,70.0
35.922015,128.920042,13.9,7.1,67.0
35.926614,128.920248,14.0,7.0,66.0
35.931213,128.920454,13.9,7.1,67.0
35.935812,128.920661,13.8,7.2,68.0
35.940411,128.920867,13.8,7.3,69.0
35.94501,128.921073,13.8,7.4,69.0
35.949609,128.92128,13.8,7.5,70.0
35.954208,128.921486,13.8,7.3,69.0
35.958808,128.921693,13.9,7.1,68.0
35.963407,128.9219,13.9,7.1,67.0
35.968007,128.922106,13.8,7.2,68.0
35.972606,128.922313,13.8,7.5,70.0
35.977206,128.922519,13.8,7.7,71.0
35.981805,128.922726,13.7,7.5,70.0
35.986405,128.922933,13.7,7.2,69.0
35.991005,128.92314,13.7,7.2,69.0
35.995604,128.923346,13.7,7.3,69.0
36.000204,128.923553,13.7,7.3,69.0
36.004804,128.92376,13.7,7.3,69.0
36.009404,128.923967,13.7,7.3,69.0
36.014004,128.924174,13.7,7.3,69.0
36.018604,128.924381,13.7,7.4,70.0
36.023204,128.924588,13.6,7.4,70.0
36.027804,128.924794,13.6,7.4,70.0
36.032404,128.925001,13.6,7.4,70.0
36.037005,128.925209,13.6,7.4,71.0
36.041605,128.925416,13.5,7.5,72.0
36.046205,128.925623,13.2,7.2,72.0
36.050806,128.92583,12.8,7.0,72.0
36.055406,128.926037,12.6,6.8,72.0
36.060007,128.926244,12.5,6.7,72.0
36.064607,128.926451,12.4,6.7,72.0
36.069208,128.926659,12.4,6.6,72.0
36.073809,128.926866,12.3,6.5,72.0
36.078409,128.927073,12.4,6.6,72.0
36.08301,128.92728,12.6,6.8,72.0
36.087611,128.927488,12.5,6.7,72.0
36.092212,128.927695,12.2,6.5,72.0
36.096813,128.927903,12.2,6.4,72.0
36.101414,128.92811,12.1,6.4,72.0
36.106015,128.928317,12.1,6.4,72.0
36.110616,128.928525,12.2,6.4,72.0
36.115217,128.928732,12.4,6.6,72.0
36.119818,128.92894,12.3,6.5,72.0
36.12442,128.929148,12.1,6.3,72.0
36.129021,128.929355,11.9,6.2,72.0
36.133622,128.929563,11.7,6.2,72.0
36.138224,128.929771,12.3,6.2,70.0
36.142825,128.929978,12.4,6.2,69.0
36.147427,128.930186,11.9,6.2,72.0
36.152028,128.930394,11.6,6.1,73.0
36.15663,128.930602,11.7,6.1,72.0
36.161232,128.930809,12.2,6.2,70.0
36.165833,128.931017,12.4,6.1,69.0
36.170435,128.931225,12.6,6.1,68.0
36.175037,128.931433,12.4,5.9,68.0
36.179639,128.931641,11.9,5.2,67.0
35.834477,128.921773,13.0,6.6,69.0
35.839075,128.921979,12.9,6.6,69.0
35.843673,128.922186,12.7,6.6,70.0
35.848271,128.922392,12.8,7.2,73.0
35.852869,128.922598,13.4,7.5,72.0
35.857467,128.922804,13.4,7.5,72.0
35.862066,128.923011,13.5,7.5,72.0
35.866664,128.923217,13.5,7.5,72.0
35.871262,128.923423,12.9,7.2,73.0
35.87586,128.92363,12.6,6.6,71.0
35.880459,128.923836,12.6,6.6,70.0
35.885057,128.924043,12.6,6.6,71.0
35.889656,128.924249,12.8,7.1,73.0
35.894254,128.924456,13.3,7.4,72.0
35.898853,128.924662,13.6,7.5,71.0
35.903451,128.924869,13.7,7.5,71.0
35.90805,128.925076,13.7,7.5,70.0
35.912649,128.925282,13.7,7.5,71.0
35.917248,128.925489,13.8,7.4,70.0
35.921847,128.925696,13.9,7.1,67.0
35.926446,128.925902,14.0,7.0,66.0
35.931045,128.926109,14.0,7.1,67.0
35.935644,128.926316,13.9,7.1,67.0
35.940243,128.926523,13.9,7.1,67.0
35.944842,128.926729,13.9,7.1,67.0
35.949441,128.926936,13.9,7.1,67.0
35.95404,128.927143,13.9,7.1,67.0
35.95864,128.92735,13.9,7.1,67.0
35.963239,128.927557,13.9,7.1,67.0
35.967838,128.927764,13.8,7.2,68.0
35.972438,128.927971,13.7,7.4,70.0
35.977037,128.928178,13.7,7.6,71.0
35.981637,128.928385,13.7,7.6,71.0
35.986237,128.928592,13.7,7.7,71.0
35.990836,128.928799,13.7,7.7,71.0
35.995436,128.929007,13.7,7.7,71.0
36.000036,128.929214,13.7,7.6,71.0
36.004636,128.929421,13.7,7.6,71.0
36.009236,128.929628,13.7,7.5,70.0
36.013836,128.929836,13.7,7.5,70.0
36.018436,128.930043,13.7,7.5,71.0
36.023036,128.93025,13.6,7.5,71.0
36.027636,128.930458,13.6,7.5,71.0
36.032236,128.930665,13.6,7.5,71.0
36.036836,128.930872,13.5,7.5,71.0
36.041437,128.93108,13.3,7.4,72.0
36.046037,128.931287,13.0,7.1,72.0
36.050637,128.931495,12.7,6.9,72.0
36.055238,128.931702,12.6,6.8,72.0
36.059838,128.93191,12.5,6.7,72.0
36.064439,128.932118,12.5,6.7,72.0
36.069039,128.932325,12.4,6.6,72.0
36.07364,128.932533,12.3,6.5,72.0
36.078241,128.932741,12.3,6.5,72.0
36.082842,128.932948,12.4,6.6,72.0
36.087442,128.933156,12.4,6.6,72.0
36.092043,128.933364,12.2,6.4,72.0
36.096644,128.933572,12.1,6.3,72.0
36.101245,128.93378,12.0,6.3,72.0
36.105846,128.933987,12.0,6.3,72.0
36.110447,128.934195,12.0,6.3,72.0
36.115049,128.934403,12.2,6.4,72.0
36.11965,128.934611,12.3,6.5,72.0
36.124251,128.934819,12.1,6.3,72.0
36.128852,128.935027,11.8,6.2,72.0
36.133454,128.935235,12.2,6.2,70.0
36.138055,128.935443,12.5,6.2,69.0
36.142657,128.935651,11.9,6.2,72.0
36.147258,128.93586,11.7,6.1,73.0
36.15186,128.936068,11.7,6.2,73.0
36.156461,128.936276,12.2,6.2,70.0
36.161063,128.936484,12.4,6.2,69.0
36.165665,128.936692,12.5,6.1,68.0
36.170267,128.936901,12.6,6.0,68.0
36.174868,128.937109,12.2,5.7,68.0
36.17947,128.937317,11.8,5.1,67.0
35.834309,128.92742,13.0,6.6,68.0
35.838907,128.927626,12.9,6.6,69.0
35.843505,128.927833,12.7,6.6,70.0
35.848103,128.928039,12.8,7.1,73.0
35.852701,128.928246,13.2,7.4,73.0
35.857299,128.928453,13.2,7.4,73.0
35.861897,128.928659,13.4,7.5,72.0
35.866496,128.928866,13.5,7.5,72.0
35.871094,128.929073,13.2,7.4,73.0
35.875692,128.92928,12.7,6.8,72.0
35.880291,128.929487,12.6,6.6,70.0
35.884889,128.929694,12.6,6.6,70.0
35.889487,128.9299,12.6,6.7,71.0
35.894086,128.930107,12.7,7.0,73.0
35.898685,128.930314,13.2,7.3,73.0
35.903283,128.930521,13.6,7.5,71.0
35.907882,128.930728,13.8,7.5,70.0
35.912481,128.930935,13.8,7.4,69.0
35.91708,128.931142,13.8,7.3,69.0
35.921678,128.931349,13.9,7.1,67.0
35.926277,128.931557,14.0,7.1,67.0
35.930876,128.931764,14.0,7.1,67.0
35.935475,128.931971,14.0,7.1,67.0
35.940074,128.932178,14.0,7.1,67.0
35.944674,128.932385,13.9,7.1,67.0
35.949273,128.932593,13.9,7.1,67.0
35.953872,128.9328,13.9,7.1,67.0
35.958471,128.933007,13.9,7.1,67.0
35.963071,128.933215,13.9,7.1,67.0
35.96767,128.933422,13.9,7.1,68.0
35.972269,128.933629,13.8,7.2,68.0
35.976869,128.933837,13.8,7.6,71.0
35.981469,128.934044,13.6,7.6,71.0
35.986068,128.934252,13.6,7.6,71.0
35.990668,128.934459,13.5,7.5,72.0
35.995268,128.934667,13.4,7.4,72.0
35.999867,128.934875,13.5,7.5,72.0
36.004467,128.935082,13.5,7.5,72.0
36.009067,128.93529,13.5,7.5,72.0
36.013667,128.935498,13.6,7.5,72.0
36.018267,128.935705,13.6,7.5,71.0
36.022867,128.935913,13.5,7.5,72.0
36.027467,128.936121,13.3,7.4,72.0
36.032067,128.936329,13.3,7.3,72.0
36.036668,128.936536,13.3,7.4,72.0
36.041268,128.936744,13.2,7.3,72.0
36.045868,128.936952,13.1,7.2,72.0
36.050469,128.93716,12.9,7.0,72.0
36.055069,128.937368,12.8,7.0,72.0
36.05967,128.937576,12.8,7.0,72.0
36.06427,128.937784,12.7,6.9,72.0
36.068871,128.937992,12.5,6.7,72.0
36.073471,128.9382,12.3,6.5,72.0
36.078072,128.938408,12.3,6.5,72.0
36.082673,128.938616,12.3,6.5,72.0
36.087274,128.938824,12.3,6.5,72.0
36.091875,128.939033,12.2,6.5,72.0
36.096475,128.939241,12.1,6.4,72.0
36.101076,128.939449,12.0,6.3,72.0
36.105677,128.939657,11.9,6.2,72.0
36.110279,128.939866,11.9,6.2,72.0
36.11488,128.940074,12.1,6.3,72.0
36.119481,128.940282,12.1,6.4,72.0
36.124082,128.940491,11.9,6.2,72.0
36.128683,128.940699,11.7,6.2,72.0
36.133285,128.940908,12.3,6.2,70.0
36.137886,128.941116,12.1,6.2,71.0
36.142488,128.941325,11.7,6.2,72.0
36.147089,128.941533,11.7,6.2,73.0
36.151691,128.941742,12.4,6.2,69.0
36.156292,128.94195,12.5,6.0,68.0
36.160894,128.942159,12.5,6.0,68.0
36.165496,128.942368,12.6,6.0,68.0
36.170097,128.942576,12.2,5.7,68.0
36.174699,128.942785,11.8,5.0,67.0
35.834141,128.933066,13.0,6.6,68.0
35.838739,128.933273,12.9,6.6,69.0
35.843337,128.93348,12.7,6.6,70.0
35.847935,128.933687,12.8,7.0,72.0
35.852533,128.933894,13.0,7.3,73.0
35.857131,128.934101,12.9,7.3,73.0
35.861729,128.934308,13.2,7.4,73.0
35.866327,128.934515,13.5,7.5,72.0
35.870925,128.934723,13.3,7.4,72.0
35.875524,128.93493,12.8,7.1,73.0
35.880122,128.935137,12.6,6.7,71.0
35.88472,128.935344,12.6,6.5,70.0
35.889319,128.935552,12.6,6.5,70.0
35.893917,128.935759,12.5,6.5,70.0
35.898516,128.935966,12.6,6.8,72.0
35.903115,128.936174,13.1,7.3,73.0
35.907713,128.936381,13.7,7.5,71.0
35.912312,128.936588,13.8,7.5,70.0
35.916911,128.936796,13.8,7.4,69.0
35.92151,128.937003,13.8,7.3,68.0
35.926109,128.937211,13.9,7.2,68.0
35.930708,128.937418,13.9,7.1,67.0
35.935307,128.937626,13.9,7.1,67.0
35.939906,128.937834,13.9,7.1,67.0
35.944505,128.938041,13.8,7.2,68.0
35.949104,128.938249,13.8,7.2,68.0
35.953703,128.938457,13.8,7.2,68.0
35.958303,128.938664,13.9,7.2,68.0
35.962902,128.938872,13.9,7.1,68.0
35.967501,128.93908,13.9,7.1,67.0
35.972101,128.939288,13.8,7.2,68.0
35.9767,128.939496,13.8,7.4,69.0
35.9813,128.939703,13.7,7.7,71.0
35.985899,128.939911,13.6,7.6,72.0
35.990499,128.940119,13.4,7.4,72.0
35.995099,128.940327,13.3,7.3,72.0
35.999699,128.940535,13.3,7.3,72.0
36.004298,128.940743,13.3,7.3,72.0
36.008898,128.940951,13.2,7.3,72.0
36.013498,128.941159,13.3,7.3,72.0
36.018098,128.941368,13.3,7.4,72.0
36.022698,128.941576,13.3,7.4,72.0
36.027298,128.941784,13.1,7.2,72.0
36.031898,128.941992,12.9,7.1,72.0
36.036499,128.9422,12.9,7.1,72.0
36.041099,128.942409,13.0,7.2,72.0
36.045699,128.942617,13.2,7.3,72.0
36.0503,128.942825,13.1,7.2,72.0
36.0549,128.943033,12.9,7.1,72.0
36.059501,128.943242,12.8,7.0,72.0
36.064101,128.94345,12.7,6.9,72.0
36.068702,128.943659,12.5,6.7,72.0
36.073302,128.943867,12.3,6.5,72.0
36.077903,128.944076,12.3,6.5,72.0
36.082504,128.944284,12.2,6.4,72.0
36.087105,128.944493,12.1,6.4,72.0
36.091705,128.944701,12.2,6.4,72.0
36.096306,128.94491,12.2,6.4,72.0
36.100907,128.945119,12.0,6.3,72.0
36.105508,128.945327,11.9,6.2,72.0
36.110109,128.945536,11.9,6.2,72.0
36.11471,128.945745,11.9,6.2,72.0
36.119312,128.945953,11.9,6.2,72.0
36.123913,128.946162,11.8,6.2,72.0
36.128514,128.946371,11.7,6.2,72.0
36.133115,128.94658,11.7,6.2,72.0
36.137717,128.946789,11.7,6.2,72.0
36.142318,128.946998,11.8,6.2,72.0
36.14692,128.947207,11.8,6.2,72.0
36.151521,128.947416,12.5,6.0,68.0
36.156123,128.947625,11.8,5.1,67.0
36.160725,128.947834,11.9,5.2,67.0
36.165326,128.948043,12.1,5.6,68.0
36.169928,128.948252,11.7,5.0,67.0
35.833972,128.938712,13.0,6.6,68.0
35.83857,128.93892,12.9,6.6,69.0
35.843168,128.939127,12.7,6.6,70.0
35.847766,128.939334,12.8,7.0,72.0
35.852364,128.939542,12.9,7.2,73.0
35.856962,128.939749,12.9,7.2,73.0
35.86156,128.939957,13.1,7.4,73.0
35.866158,128.940164,13.5,7.5,72.0
35.870757,128.940372,13.3,7.5,72.0
35.875355,128.94058,12.9,7.3,73.0
35.879953,128.940787,12.7,6.9,72.0
35.884552,128.940995,12.6,6.6,70.0
35.88915,128.941203,12.7,6.5,70.0
35.893749,128.94141,12.7,6.5,69.0
35.898347,128.941618,12.5,6.5,70.0
35.902946,128.941826,12.7,6.9,72.0
35.907544,128.942034,13.4,7.5,72.0
35.912143,128.942241,13.7,7.6,71.0
35.916742,128.942449,13.8,7.5,70.0
35.921341,128.942657,13.8,7.4,69.0
35.92594,128.942865,13.8,7.3,69.0
35.930539,128.943073,13.8,7.2,68.0
35.935138,128.943281,13.9,7.1,68.0
35.939737,128.943489,13.9,7.1,67.0
35.944336,128.943697,13.8,7.2,68.0
35.948935,128.943905,13.8,7.4,70.0
35.953534,128.944113,13.8,7.4,69.0
35.958133,128.944321,13.8,7.3,69.0
35.962733,128.94453,13.8,7.2,68.0
35.967332,128.944738,13.9,7.1,68.0
35.971932,128.944946,13.9,7.2,68.0
35.976531,128.945154,13.8,7.2,69.0
35.981131,128.945363,13.7,7.5,70.0
35.98573,128.945571,13.7,7.7,71.0
35.99033,128.945779,13.5,7.5,72.0
35.99493,128.945988,13.3,7.4,72.0
35.999529,128.946196,13.2,7.3,72.0
36.004129,128.946404,13.2,7.3,72.0
36.008729,128.946613,13.1,7.2,72.0
36.013329,128.946821,13.0,7.2,72.0
36.017929,128.94703,13.1,7.2,72.0
36.022529,128.947238,13.1,7.2,72.0
36.027129,128.947447,12.9,7.1,72.0
36.031729,128.947656,12.8,7.0,72.0
36.036329,128.947864,12.7,6.9,72.0
36.04093,128.948073,12.8,6.9,72.0
36.04553,128.948281,13.0,7.1,72.0
36.05013,128.94849,13.1,7.2,72.0
36.054731,128.948699,12.9,7.1,72.0
36.059331,128.948908,12.7,6.9,72.0
36.063932,128.949117,12.6,6.8,72.0
36.068532,128.949325,12.4,6.6,72.0
36.073133,128.949534,12.3,6.5,72.0
36.077734,128.949743,12.2,6.4,72.0
36.082334,128.949952,12.1,6.4,72.0
36.086935,128.950161,12.1,6.3,72.0
36.091536,128.95037,12.1,6.3,72.0
36.096137,128.950579,12.1,6.3,72.0
36.100738,128.950788,12.0,6.3,72.0
36.105339,128.950997,11.9,6.2,72.0
36.10994,128.951206,11.8,6.2,72.0
36.114541,128.951415,11.8,6.2,72.0
36.119142,128.951625,11.8,6.2,72.0
36.123743,128.951834,12.0,6.2,71.0
36.128345,128.952043,12.0,6.2,71.0
36.132946,128.952252,11.7,6.2,72.0
36.137547,128.952461,11.7,6.2,72.0
36.142149,128.952671,11.7,6.2,72.0
36.14675,128.95288,12.2,6.2,70.0
36.151352,128.953089,12.4,5.9,68.0
36.155953,128.953299,11.6,4.8,67.0
36.160555,128.953508,11.4,4.6,66.0
36.165157,128.953718,11.7,4.9,67.0
36.169758,128.953927,11.5,4.6,66.0
35.829205,128.944151,13.0,6.6,68.0
35.833803,128.944359,13.0,6.6,68.0
35.838401,128.944566,12.9,6.6,69.0
35.842999,128.944774,12.7,6.6,70.0
35.847597,128.944982,12.7,6.9,71.0
35.852195,128.94519,12.7,7.0,72.0
35.856793,128.945398,12.8,7.0,72.0
35.861391,128.945606,13.0,7.3,73.0
35.865989,128.945814,13.4,7.5,72.0
35.870587,128.946021,13.4,7.5,72.0
35.875186,128.946229,13.1,7.3,73.0
35.879784,128.946438,12.8,7.0,72.0
35.884382,128.946646,12.6,6.6,71.0
35.888981,128.946854,12.6,6.5,70.0
35.893579,128.947062,12.6,6.5,70.0
35.898178,128.94727,12.6,6.5,70.0
35.902777,128.947478,12.6,6.7,71.0
35.907375,128.947686,13.2,7.3,72.0
35.911974,128.947895,13.6,7.5,71.0
35.916573,128.948103,13.8,7.5,70.0
35.921172,128.948311,13.8,7.4,69.0
35.92577,128.948519,13.8,7.4,69.0
35.930369,128.948728,13.8,7.3,68.0
35.934968,128.948936,13.9,7.2,68.0
35.939567,128.949145,13.9,7.2,68.0
35.944166,128.949353,13.8,7.2,68.0
35.948766,128.949561,13.8,7.4,70.0
35.953365,128.94977,13.8,7.6,71.0
35.957964,128.949978,13.8,7.5,70.0
